file;N;M;K;TOT_CYC;L1_DCM;TOT_INS;
JIT;128;32;2;31782;678;53950;
JIT;128;32;2;26635;669;53950;
JIT;128;32;2;20433;668;44031;
JIT;128;32;2;19641;675;44031;
NOJIT;128;32;2;28205;723;55109;
NOJIT;128;32;2;26445;673;54504;
NOJIT;128;32;2;44614;657;148431;
NOJIT;128;32;2;43586;665;148431;
JIT;128;32;4;58438;716;108094;
JIT;128;32;4;52202;704;108094;
JIT;128;32;4;36536;712;82687;
JIT;128;32;4;35732;710;82687;
NOJIT;128;32;4;53598;762;108997;
NOJIT;128;32;4;52387;703;108392;
NOJIT;128;32;4;56476;709;201679;
NOJIT;128;32;4;55423;710;201679;
JIT;128;32;8;116880;803;216382;
JIT;128;32;8;105183;801;216382;
JIT;128;32;8;64289;787;148703;
JIT;128;32;8;63165;788;148703;
NOJIT;128;32;8;107895;845;216773;
NOJIT;128;32;8;104542;794;216168;
NOJIT;128;32;8;69332;787;254927;
NOJIT;128;32;8;68445;786;254927;
JIT;128;32;16;219900;1059;432958;
JIT;128;32;16;207285;1103;432958;
JIT;128;32;16;127328;1072;279743;
JIT;128;32;16;124875;1057;279743;
NOJIT;128;32;16;208967;1128;432325;
NOJIT;128;32;16;205725;1084;431720;
NOJIT;128;32;16;99940;1184;361423;
NOJIT;128;32;16;98708;1173;361423;
JIT;128;32;32;425622;14367;867037;
JIT;128;32;32;404890;14346;867037;
JIT;128;32;32;274409;14133;541407;
JIT;128;32;32;270484;14146;541407;
NOJIT;128;32;32;406206;14466;863429;
NOJIT;128;32;32;404926;14407;862824;
NOJIT;128;32;32;173533;14394;574416;
NOJIT;128;32;32;172762;14262;574415;
JIT;128;32;64;832330;34507;1733341;
JIT;128;32;64;808674;34482;1733341;
JIT;128;32;64;331715;34601;1004576;
JIT;128;32;64;324218;34566;1004576;
NOJIT;128;32;64;843693;34631;1725637;
NOJIT;128;32;64;808800;34492;1725032;
NOJIT;128;32;64;320634;34319;1000399;
NOJIT;128;32;64;335137;34312;1000399;
JIT;128;32;128;1754613;68194;3465949;
JIT;128;32;128;1666431;68253;3465949;
JIT;128;32;128;616093;67494;1844256;
JIT;128;32;128;599046;67446;1844256;
NOJIT;128;32;128;1667855;68303;3450053;
NOJIT;128;32;128;1664624;68316;3449448;
NOJIT;128;32;128;603863;67444;1852367;
NOJIT;128;32;128;604842;67458;1852367;
JIT;1;64;1;4068;107;844;
JIT;1;64;1;1694;99;844;
JIT;1;64;1;2399;105;829;
JIT;1;64;1;1637;103;829;
NOJIT;1;64;1;3099;150;2373;
NOJIT;1;64;1;1562;99;1768;
NOJIT;1;64;1;2146;98;2863;
NOJIT;1;64;1;1803;108;2863;
JIT;1;64;2;4405;100;1196;
JIT;1;64;2;1549;96;1196;
JIT;1;64;2;1686;101;1181;
JIT;1;64;2;1593;107;1181;
NOJIT;1;64;2;3557;148;3269;
NOJIT;1;64;2;1809;100;2664;
NOJIT;1;64;2;3178;104;3887;
NOJIT;1;64;2;2047;102;3887;
JIT;1;64;4;3454;123;1708;
JIT;1;64;4;1974;122;1708;
JIT;1;64;4;3806;118;1693;
JIT;1;64;4;1759;124;1693;
NOJIT;1;64;4;3859;175;5061;
NOJIT;1;64;4;2334;122;4456;
NOJIT;1;64;4;3328;130;4719;
NOJIT;1;64;4;2785;129;4719;
JIT;1;64;8;5900;166;2732;
JIT;1;64;8;2872;158;2732;
JIT;1;64;8;4391;167;2717;
JIT;1;64;8;2516;151;2717;
NOJIT;1;64;8;5253;199;8645;
NOJIT;1;64;8;3618;154;8040;
NOJIT;1;64;8;3741;156;5551;
NOJIT;1;64;8;2844;149;5551;
JIT;1;64;16;6338;232;4780;
JIT;1;64;16;3805;234;4780;
JIT;1;64;16;4977;236;4765;
JIT;1;64;16;3782;231;4765;
NOJIT;1;64;16;9007;288;15813;
NOJIT;1;64;16;7471;238;15208;
NOJIT;1;64;16;4969;231;7215;
NOJIT;1;64;16;3577;234;7215;
JIT;1;64;32;12712;364;8876;
JIT;1;64;32;6196;363;8876;
JIT;1;64;32;8208;362;8861;
JIT;1;64;32;5877;360;8861;
NOJIT;1;64;32;13247;413;30149;
NOJIT;1;64;32;11506;361;29544;
NOJIT;1;64;32;6150;359;10543;
NOJIT;1;64;32;5017;359;10543;
JIT;1;64;64;15571;636;15976;
JIT;1;64;64;7402;638;15976;
JIT;1;64;64;11553;638;15977;
JIT;1;64;64;7491;638;15977;
NOJIT;1;64;64;21188;696;58821;
NOJIT;1;64;64;19825;626;58216;
NOJIT;1;64;64;8578;627;17199;
NOJIT;1;64;64;7756;626;17199;
JIT;1;64;128;35376;1152;29353;
JIT;1;64;128;13025;1146;29353;
JIT;1;64;128;21786;1151;29354;
JIT;1;64;128;13643;1150;29354;
NOJIT;1;64;128;37933;1207;116165;
NOJIT;1;64;128;36097;1154;115560;
NOJIT;1;64;128;14263;1150;30511;
NOJIT;1;64;128;13459;1155;30511;
JIT;2;64;1;4246;109;1193;
JIT;2;64;1;1435;102;1193;
JIT;2;64;1;2140;102;1194;
JIT;2;64;1;1484;97;1194;
NOJIT;2;64;1;3418;144;2949;
NOJIT;2;64;1;1743;97;2344;
NOJIT;2;64;1;2761;99;4143;
NOJIT;2;64;1;2408;101;4143;
JIT;2;64;2;4009;104;1705;
JIT;2;64;2;1668;101;1705;
JIT;2;64;2;2480;108;1706;
JIT;2;64;2;1587;100;1706;
NOJIT;2;64;2;3681;139;4421;
NOJIT;2;64;2;2310;101;3816;
NOJIT;2;64;2;4025;98;6191;
NOJIT;2;64;2;3044;103;6191;
JIT;2;64;4;4342;124;2729;
JIT;2;64;4;1970;113;2729;
JIT;2;64;4;3750;124;2730;
JIT;2;64;4;2009;120;2730;
NOJIT;2;64;4;4501;167;7365;
NOJIT;2;64;4;2659;116;6760;
NOJIT;2;64;4;4504;116;7855;
NOJIT;2;64;4;3762;119;7855;
JIT;2;64;8;8578;156;4777;
JIT;2;64;8;3296;158;4777;
JIT;2;64;8;3626;155;4778;
JIT;2;64;8;3434;153;4778;
NOJIT;2;64;8;6008;198;13253;
NOJIT;2;64;8;4545;151;12648;
NOJIT;2;64;8;5408;152;9519;
NOJIT;2;64;8;4400;162;9519;
JIT;2;64;16;9000;240;8873;
JIT;2;64;16;5352;239;8873;
JIT;2;64;16;8443;246;8874;
JIT;2;64;16;5737;241;8874;
NOJIT;2;64;16;9111;292;25029;
NOJIT;2;64;16;7811;243;24424;
NOJIT;2;64;16;6632;241;12847;
NOJIT;2;64;16;5511;250;12847;
JIT;2;64;32;13630;367;15404;
JIT;2;64;32;6546;364;15404;
JIT;2;64;32;12260;365;18015;
JIT;2;64;32;10628;364;18015;
NOJIT;2;64;32;17113;434;48581;
NOJIT;2;64;32;15768;365;47976;
NOJIT;2;64;32;8620;363;19503;
NOJIT;2;64;32;6949;360;19503;
JIT;2;64;64;18456;636;27563;
JIT;2;64;64;11230;630;27563;
JIT;2;64;64;14863;640;31276;
JIT;2;64;64;12436;638;31276;
NOJIT;2;64;64;33464;740;95686;
NOJIT;2;64;64;30042;635;95080;
NOJIT;2;64;64;13536;649;32815;
NOJIT;2;64;64;20655;650;32815;
JIT;2;64;128;43889;1167;52139;
JIT;2;64;128;20092;1161;52139;
JIT;2;64;128;30596;1170;57248;
JIT;2;64;128;22779;1174;57248;
NOJIT;2;64;128;60465;1229;189893;
NOJIT;2;64;128;58843;1178;189288;
NOJIT;2;64;128;21886;1169;59439;
NOJIT;2;64;128;20711;1170;59439;
JIT;4;64;1;4246;127;1697;
JIT;4;64;1;1762;122;1697;
JIT;4;64;1;2239;124;1698;
JIT;4;64;1;1629;115;1698;
NOJIT;4;64;1;3333;163;3781;
NOJIT;4;64;1;2085;122;3176;
NOJIT;4;64;1;3497;125;6703;
NOJIT;4;64;1;2997;119;6703;
JIT;4;64;2;4750;121;2726;
JIT;4;64;2;2053;123;2726;
JIT;4;64;2;3260;126;2727;
JIT;4;64;2;2074;120;2727;
NOJIT;4;64;2;4141;155;6085;
NOJIT;4;64;2;2600;116;5480;
NOJIT;4;64;2;5178;122;10799;
NOJIT;4;64;2;3956;119;10799;
JIT;4;64;4;5217;145;4766;
JIT;4;64;4;3344;134;4766;
JIT;4;64;4;4783;143;4775;
JIT;4;64;4;3033;142;4775;
NOJIT;4;64;4;5776;182;10693;
NOJIT;4;64;4;4095;138;10088;
NOJIT;4;64;4;5852;134;14127;
NOJIT;4;64;4;4738;138;14127;
JIT;4;64;8;9719;178;8870;
JIT;4;64;8;4915;172;8870;
JIT;4;64;8;5047;176;8871;
JIT;4;64;8;4874;166;8871;
NOJIT;4;64;8;8415;223;19909;
NOJIT;4;64;8;6875;182;19304;
NOJIT;4;64;8;6793;177;17455;
NOJIT;4;64;8;5957;171;17455;
JIT;4;64;16;9286;261;15994;
JIT;4;64;16;6387;259;15994;
JIT;4;64;16;10130;265;19487;
JIT;4;64;16;9770;261;19487;
NOJIT;4;64;16;15074;316;38341;
NOJIT;4;64;16;13335;256;37736;
NOJIT;4;64;16;10585;282;24111;
NOJIT;4;64;16;8197;264;24111;
JIT;4;64;32;13541;395;24758;
JIT;4;64;32;9152;397;24758;
JIT;4;64;32;20813;397;34911;
JIT;4;64;32;18757;392;34911;
NOJIT;4;64;32;26353;447;75205;
NOJIT;4;64;32;24624;392;74600;
NOJIT;4;64;32;12789;392;37423;
NOJIT;4;64;32;11823;395;37423;
JIT;4;64;64;22313;674;45238;
JIT;4;64;64;16111;667;45238;
JIT;4;64;64;24754;672;61999;
JIT;4;64;64;21346;671;61999;
NOJIT;4;64;64;49372;740;148933;
NOJIT;4;64;64;47532;669;148328;
NOJIT;4;64;64;20263;672;64047;
NOJIT;4;64;64;19625;672;64047;
JIT;4;64;128;55982;1213;86198;
JIT;4;64;128;29580;1214;86198;
JIT;4;64;128;46096;1213;113711;
JIT;4;64;128;37374;1219;113711;
NOJIT;4;64;128;95523;1278;296389;
NOJIT;4;64;128;93580;1229;295784;
NOJIT;4;64;128;39479;1210;117295;
NOJIT;4;64;128;38297;1214;117295;
JIT;8;64;1;4442;156;2728;
JIT;8;64;1;2616;159;2728;
JIT;8;64;1;2692;162;2729;
JIT;8;64;1;2460;155;2729;
NOJIT;8;64;1;3875;198;5445;
NOJIT;8;64;1;2669;161;4840;
NOJIT;8;64;1;5999;160;11823;
NOJIT;8;64;1;5212;160;11823;
JIT;8;64;2;8275;160;4769;
JIT;8;64;2;3203;160;4769;
JIT;8;64;2;3297;161;4777;
JIT;8;64;2;2968;154;4777;
NOJIT;8;64;2;5240;207;9413;
NOJIT;8;64;2;3767;156;8808;
NOJIT;8;64;2;7957;161;20015;
NOJIT;8;64;2;7188;162;20015;
JIT;8;64;4;8913;173;8880;
JIT;8;64;4;4846;173;8880;
JIT;8;64;4;6420;182;8881;
JIT;8;64;4;4723;172;8881;
NOJIT;8;64;4;8030;226;17349;
NOJIT;8;64;4;6397;171;16744;
NOJIT;8;64;4;9477;169;26671;
NOJIT;8;64;4;8289;171;26671;
JIT;8;64;8;12783;213;19046;
JIT;8;64;8;9682;216;19046;
JIT;8;64;8;9671;213;20575;
JIT;8;64;8;9229;217;20575;
NOJIT;8;64;8;13343;276;33221;
NOJIT;8;64;8;11629;220;32616;
NOJIT;8;64;8;11526;218;33327;
NOJIT;8;64;8;10332;212;33327;
JIT;8;64;16;21746;310;36966;
JIT;8;64;16;18274;304;36966;
JIT;8;64;16;19521;304;36895;
JIT;8;64;16;17091;302;36895;
NOJIT;8;64;16;23890;343;64965;
NOJIT;8;64;16;22348;296;64360;
NOJIT;8;64;16;14920;301;46639;
NOJIT;8;64;16;14173;309;46639;
JIT;8;64;32;43730;441;72806;
JIT;8;64;32;35878;435;72806;
JIT;8;64;32;38275;442;68703;
JIT;8;64;32;35669;434;68703;
NOJIT;8;64;32;45283;497;128453;
NOJIT;8;64;32;43876;440;127848;
NOJIT;8;64;32;22513;437;73263;
NOJIT;8;64;32;21482;444;73263;
JIT;8;64;64;73829;738;144486;
JIT;8;64;64;68819;742;144486;
JIT;8;64;64;55925;736;123445;
JIT;8;64;64;48061;740;123445;
NOJIT;8;64;64;87015;797;255429;
NOJIT;8;64;64;84250;732;254824;
NOJIT;8;64;64;39104;729;126511;
NOJIT;8;64;64;37963;728;126511;
JIT;8;64;128;159619;1330;287846;
JIT;8;64;128;141837;1330;287846;
JIT;8;64;128;83386;1313;225592;
JIT;8;64;128;72308;1314;225592;
NOJIT;8;64;128;174097;1383;509381;
NOJIT;8;64;128;172253;1330;508776;
NOJIT;8;64;128;75366;1321;233007;
NOJIT;8;64;128;73771;1327;233007;
JIT;16;64;1;7858;245;5235;
JIT;16;64;1;4170;244;5235;
JIT;16;64;1;6068;248;5236;
JIT;16;64;1;3874;242;5236;
NOJIT;16;64;1;6056;299;8773;
NOJIT;16;64;1;4394;251;8168;
NOJIT;16;64;1;9411;249;22063;
NOJIT;16;64;1;9343;250;22063;
JIT;16;64;2;11747;256;9799;
JIT;16;64;2;6357;245;9799;
JIT;16;64;2;5880;238;9332;
JIT;16;64;2;5777;244;9332;
NOJIT;16;64;2;8550;307;16069;
NOJIT;16;64;2;6976;249;15464;
NOJIT;16;64;2;14379;250;38447;
NOJIT;16;64;2;13269;244;38447;
JIT;16;64;4;14077;270;20098;
JIT;16;64;4;10584;257;20098;
JIT;16;64;4;10554;268;21663;
JIT;16;64;4;10091;265;21663;
NOJIT;16;64;4;13225;323;30661;
NOJIT;16;64;4;11771;259;30056;
NOJIT;16;64;4;16084;263;51759;
NOJIT;16;64;4;15385;268;51759;
JIT;16;64;8;21809;308;39042;
JIT;16;64;8;19077;307;39042;
JIT;16;64;8;17681;304;39007;
JIT;16;64;8;16748;311;39007;
NOJIT;16;64;8;23667;371;59845;
NOJIT;16;64;8;22253;310;59240;
NOJIT;16;64;8;19395;304;65071;
NOJIT;16;64;8;18932;304;65071;
JIT;16;64;16;42893;383;76930;
JIT;16;64;16;38702;387;76930;
JIT;16;64;16;35716;399;71711;
JIT;16;64;16;33440;392;71711;
NOJIT;16;64;16;47108;465;118213;
NOJIT;16;64;16;45744;395;117608;
NOJIT;16;64;16;27519;393;91695;
NOJIT;16;64;16;26401;390;91695;
JIT;16;64;32;78343;572;152706;
JIT;16;64;32;70036;564;152706;
JIT;16;64;32;70768;560;136287;
JIT;16;64;32;69232;557;136287;
NOJIT;16;64;32;87156;611;234949;
NOJIT;16;64;32;85568;555;234344;
NOJIT;16;64;32;41848;558;144943;
NOJIT;16;64;32;41686;553;144943;
JIT;16;64;64;143248;894;304258;
JIT;16;64;64;138021;884;304258;
JIT;16;64;64;108200;870;247393;
JIT;16;64;64;95974;876;247393;
NOJIT;16;64;64;170463;939;468421;
NOJIT;16;64;64;168408;878;467816;
NOJIT;16;64;64;120216;917;251439;
NOJIT;16;64;64;132701;939;251439;
JIT;16;64;128;317318;1598;607362;
JIT;16;64;128;298080;1584;607362;
JIT;16;64;128;158372;1604;453537;
JIT;16;64;128;143088;1590;453537;
NOJIT;16;64;128;356034;1671;935365;
NOJIT;16;64;128;354422;1600;934760;
NOJIT;16;64;128;142657;1581;464431;
NOJIT;16;64;128;141938;1578;464431;
JIT;32;64;1;11931;381;10395;
JIT;32;64;1;6689;376;10395;
JIT;32;64;1;7558;382;10396;
JIT;32;64;1;6477;375;10396;
NOJIT;32;64;1;8451;443;15429;
NOJIT;32;64;1;7069;376;14824;
NOJIT;32;64;1;19402;372;42543;
NOJIT;32;64;1;18665;373;42543;
JIT;32;64;2;17564;374;21666;
JIT;32;64;2;12230;376;21666;
JIT;32;64;2;11444;380;23199;
JIT;32;64;2;9900;371;23199;
NOJIT;32;64;2;13880;438;29381;
NOJIT;32;64;2;12434;378;28776;
NOJIT;32;64;2;24611;376;75311;
NOJIT;32;64;2;23498;378;75311;
JIT;32;64;4;29392;399;41890;
JIT;32;64;4;23043;401;41890;
JIT;32;64;4;20037;405;42143;
JIT;32;64;4;19088;400;42143;
NOJIT;32;64;4;24879;453;57285;
NOJIT;32;64;4;23085;404;56680;
NOJIT;32;64;4;30473;399;101935;
NOJIT;32;64;4;29511;400;101935;
JIT;32;64;8;49660;453;82338;
JIT;32;64;8;42287;451;82338;
JIT;32;64;8;33393;452;75871;
JIT;32;64;8;33124;454;75871;
NOJIT;32;64;8;47130;507;113093;
NOJIT;32;64;8;45592;453;112488;
NOJIT;32;64;8;65688;464;128559;
NOJIT;32;64;8;68057;465;128559;
JIT;32;64;16;98178;572;163234;
JIT;32;64;16;84984;570;163234;
JIT;32;64;16;64884;569;141343;
JIT;32;64;16;63149;570;141343;
NOJIT;32;64;16;90830;623;224709;
NOJIT;32;64;16;89269;561;224104;
NOJIT;32;64;16;51704;569;181807;
NOJIT;32;64;16;51151;571;181807;
JIT;32;64;32;178313;764;325026;
JIT;32;64;32;161034;754;325026;
JIT;32;64;32;135943;745;271455;
JIT;32;64;32;134702;746;271455;
NOJIT;32;64;32;173594;797;447941;
NOJIT;32;64;32;171927;746;447336;
NOJIT;32;64;32;81566;745;288303;
NOJIT;32;64;32;80937;746;288303;
JIT;32;64;64;360048;1248;648610;
JIT;32;64;64;323674;1214;648610;
JIT;32;64;64;155125;1176;503520;
JIT;32;64;64;149271;1175;503520;
NOJIT;32;64;64;347420;1340;894405;
NOJIT;32;64;64;344299;1318;893800;
NOJIT;32;64;64;140952;1186;501295;
NOJIT;32;64;64;140116;1194;501295;
JIT;32;64;128;742045;12611;1295778;
JIT;32;64;128;701573;12549;1295778;
JIT;32;64;128;299093;19916;923360;
JIT;32;64;128;286810;19651;923360;
NOJIT;32;64;128;748866;15814;1787333;
NOJIT;32;64;128;747555;15871;1786728;
NOJIT;32;64;128;293337;20048;927279;
NOJIT;32;64;128;292167;20093;927279;
JIT;64;64;1;25542;654;27550;
JIT;64;64;1;12914;658;27550;
JIT;64;64;1;16677;653;27551;
JIT;64;64;1;13542;648;27551;
NOJIT;64;64;1;15102;712;28741;
NOJIT;64;64;1;13724;656;28136;
NOJIT;64;64;1;37652;659;83503;
NOJIT;64;64;1;36963;656;83503;
JIT;64;64;2;26774;656;54494;
JIT;64;64;2;24221;654;54494;
JIT;64;64;2;20928;657;44703;
JIT;64;64;2;20043;652;44703;
NOJIT;64;64;2;26005;718;56005;
NOJIT;64;64;2;24398;657;55400;
NOJIT;64;64;2;45041;655;149039;
NOJIT;64;64;2;43982;649;149039;
JIT;64;64;4;51206;695;109918;
JIT;64;64;4;48163;692;109918;
JIT;64;64;4;38372;692;83103;
JIT;64;64;4;36073;688;83103;
NOJIT;64;64;4;51186;752;110533;
NOJIT;64;64;4;48774;692;109928;
NOJIT;64;64;4;57858;690;202287;
NOJIT;64;64;4;56525;696;202287;
JIT;64;64;8;98575;764;220766;
JIT;64;64;8;92221;758;220766;
JIT;64;64;8;65433;757;149599;
JIT;64;64;8;63369;767;149599;
NOJIT;64;64;8;95885;810;219589;
NOJIT;64;64;8;93253;763;218984;
NOJIT;64;64;8;129254;775;255535;
NOJIT;64;64;8;69582;767;255535;
JIT;64;64;16;197330;909;442462;
JIT;64;64;16;183656;902;442462;
JIT;64;64;16;126838;905;280607;
JIT;64;64;16;125786;901;280607;
NOJIT;64;64;16;188341;976;437701;
NOJIT;64;64;16;185856;1062;437097;
NOJIT;64;64;16;100209;914;362031;
NOJIT;64;64;16;99267;921;362031;
JIT;64;64;32;409931;1215;881757;
JIT;64;64;32;396987;1218;881757;
JIT;64;64;32;274607;1221;541791;
JIT;64;64;32;270297;1220;541791;
NOJIT;64;64;32;371969;1280;873925;
NOJIT;64;64;32;366497;1202;873320;
NOJIT;64;64;32;160796;1215;575023;
NOJIT;64;64;32;159411;1209;575023;
JIT;64;64;64;816075;20857;1762397;
JIT;64;64;64;796380;21069;1762397;
JIT;64;64;64;315473;21274;1005280;
JIT;64;64;64;306387;21230;1005280;
NOJIT;64;64;64;735774;18962;1746373;
NOJIT;64;64;64;730320;18896;1745768;
NOJIT;64;64;64;306292;20503;1001007;
NOJIT;64;64;64;304848;20583;1001007;
JIT;64;64;128;1587287;66140;3523677;
JIT;64;64;128;1571596;66419;3523678;
JIT;64;64;128;610884;65814;1844960;
JIT;64;64;128;598536;65807;1844960;
NOJIT;64;64;128;1684621;66680;3491269;
NOJIT;64;64;128;1505188;66133;3490664;
NOJIT;64;64;128;605489;65811;1852975;
NOJIT;64;64;128;602971;65787;1852975;
JIT;128;64;1;43382;1218;54174;
JIT;128;64;1;26650;1218;54174;
JIT;128;64;1;28596;1226;54175;
JIT;128;64;1;26326;1217;54175;
NOJIT;128;64;1;28395;1284;55365;
NOJIT;128;64;1;26516;1222;54760;
NOJIT;128;64;1;74593;1220;165423;
NOJIT;128;64;1;74188;1215;165423;
JIT;128;64;2;57639;1223;107550;
JIT;128;64;2;50844;1221;107550;
JIT;128;64;2;39463;1216;87711;
JIT;128;64;2;37558;1220;87711;
NOJIT;128;64;2;54263;1283;109253;
NOJIT;128;64;2;53693;1216;108648;
NOJIT;128;64;2;86347;1222;296495;
NOJIT;128;64;2;85421;1211;296495;
JIT;128;64;4;115918;1255;215838;
JIT;128;64;4;102163;1274;215838;
JIT;128;64;4;71193;1262;165023;
JIT;128;64;4;69953;1263;165023;
NOJIT;128;64;4;105024;1315;217029;
NOJIT;128;64;4;102087;1258;216424;
NOJIT;128;64;4;110748;1260;402991;
NOJIT;128;64;4;109583;1256;402991;
JIT;128;64;8;219974;1371;432414;
JIT;128;64;8;206495;1363;432414;
JIT;128;64;8;126252;1372;297055;
JIT;128;64;8;124745;1361;297055;
NOJIT;128;64;8;208105;1433;432581;
NOJIT;128;64;8;206294;1374;431976;
NOJIT;128;64;8;136352;1373;509487;
NOJIT;128;64;8;135872;1372;509487;
JIT;128;64;16;437919;1715;865566;
JIT;128;64;16;407491;1725;865566;
JIT;128;64;16;250054;1729;559135;
JIT;128;64;16;249005;2033;559136;
NOJIT;128;64;16;406037;1814;863685;
NOJIT;128;64;16;404439;1719;863080;
NOJIT;128;64;16;197019;1818;722479;
NOJIT;128;64;16;196152;1781;722479;
JIT;128;64;32;828634;30577;1733725;
JIT;128;64;32;806844;30542;1733725;
JIT;128;64;32;547188;29830;1082463;
JIT;128;64;32;542702;29772;1082463;
NOJIT;128;64;32;807966;30644;1725893;
NOJIT;128;64;32;806199;30553;1725288;
NOJIT;128;64;32;345987;29627;1148464;
NOJIT;128;64;32;343224;29482;1148463;
JIT;128;64;64;1664836;69658;3466333;
JIT;128;64;64;1612761;69691;3466333;
JIT;128;64;64;707235;69459;2008800;
JIT;128;64;64;695354;69416;2008800;
NOJIT;128;64;64;1612635;69754;3450309;
NOJIT;128;64;64;1613442;69737;3449705;
NOJIT;128;64;64;636853;68598;2000431;
NOJIT;128;64;64;634735;68577;2000431;
JIT;128;64;128;3455192;135996;6931549;
JIT;128;64;128;3428822;135926;6931549;
JIT;128;64;128;1248022;134002;3688160;
JIT;128;64;128;1234695;134121;3688161;
NOJIT;128;64;128;3629828;136068;6899141;
NOJIT;128;64;128;3376921;135994;6898536;
NOJIT;128;64;128;1350886;134169;3704367;
NOJIT;128;64;128;1251287;133925;3704367;
JIT;1;128;1;6087;187;1324;
JIT;1;128;1;2089;187;1324;
JIT;1;128;1;3508;185;1309;
JIT;1;128;1;2197;184;1309;
NOJIT;1;128;1;3824;231;3781;
NOJIT;1;128;1;2189;184;3176;
NOJIT;1;128;1;3386;190;5359;
NOJIT;1;128;1;2776;188;5359;
JIT;1;128;2;4959;193;2028;
JIT;1;128;2;2282;189;2028;
JIT;1;128;2;4460;194;2013;
JIT;1;128;2;1960;183;2013;
NOJIT;1;128;2;4333;236;5573;
NOJIT;1;128;2;2564;189;4968;
NOJIT;1;128;2;3843;191;7407;
NOJIT;1;128;2;3197;185;7407;
JIT;1;128;4;7794;220;3052;
JIT;1;128;4;2725;220;3052;
JIT;1;128;4;3961;221;3037;
JIT;1;128;4;2706;219;3037;
NOJIT;1;128;4;5509;263;9157;
NOJIT;1;128;4;3748;214;8552;
NOJIT;1;128;4;4642;220;9071;
NOJIT;1;128;4;3843;218;9071;
JIT;1;128;8;8139;289;5100;
JIT;1;128;8;3981;290;5100;
JIT;1;128;8;5293;287;5085;
JIT;1;128;8;4019;294;5085;
NOJIT;1;128;8;7841;355;16325;
NOJIT;1;128;8;6216;293;15720;
NOJIT;1;128;8;5616;294;10735;
NOJIT;1;128;8;4640;291;10735;
JIT;1;128;16;14767;435;9196;
JIT;1;128;16;6423;436;9196;
JIT;1;128;16;9660;435;9181;
JIT;1;128;16;6110;431;9181;
NOJIT;1;128;16;15374;494;30661;
NOJIT;1;128;16;13741;434;30056;
NOJIT;1;128;16;7208;438;14063;
NOJIT;1;128;16;6117;429;14063;
JIT;1;128;32;17938;702;17388;
JIT;1;128;32;10576;694;17388;
JIT;1;128;32;15106;697;17373;
JIT;1;128;32;10642;697;17373;
NOJIT;1;128;32;23888;751;59333;
NOJIT;1;128;32;22144;702;58728;
NOJIT;1;128;32;13422;711;20719;
NOJIT;1;128;32;9237;699;20719;
JIT;1;128;64;37629;1217;31592;
JIT;1;128;64;13659;1218;31592;
JIT;1;128;64;20492;1218;31593;
JIT;1;128;64;13291;1220;31593;
NOJIT;1;128;64;39940;1276;116677;
NOJIT;1;128;64;38340;1211;116072;
NOJIT;1;128;64;15280;1206;34031;
NOJIT;1;128;64;14359;1206;34031;
JIT;1;128;128;48190;2234;58345;
JIT;1;128;128;25396;2238;58345;
JIT;1;128;128;40068;2240;58346;
JIT;1;128;128;26694;2242;58346;
NOJIT;1;128;128;73764;2308;231365;
NOJIT;1;128;128;71404;2244;230760;
NOJIT;1;128;128;26780;2240;60655;
NOJIT;1;128;128;26017;2242;60655;
JIT;2;128;1;6242;187;2025;
JIT;2;128;1;2163;190;2025;
JIT;2;128;1;2719;191;2026;
JIT;2;128;1;2179;185;2026;
NOJIT;2;128;1;3897;247;4933;
NOJIT;2;128;1;2321;188;4328;
NOJIT;2;128;1;4114;186;7919;
NOJIT;2;128;1;3432;188;7919;
JIT;2;128;2;7375;191;3049;
JIT;2;128;2;2656;191;3049;
JIT;2;128;2;4107;186;3050;
JIT;2;128;2;2640;190;3050;
NOJIT;2;128;2;4824;238;7877;
NOJIT;2;128;2;3118;187;7272;
NOJIT;2;128;2;6049;184;12015;
NOJIT;2;128;2;4969;185;12015;
JIT;2;128;4;8914;220;5097;
JIT;2;128;4;3282;225;5097;
JIT;2;128;4;4116;224;5098;
JIT;2;128;4;3459;221;5098;
NOJIT;2;128;4;6281;271;13765;
NOJIT;2;128;4;4484;219;13160;
NOJIT;2;128;4;7289;218;15343;
NOJIT;2;128;4;5794;222;15343;
JIT;2;128;8;7714;286;9193;
JIT;2;128;8;5221;283;9193;
JIT;2;128;8;7141;289;9194;
JIT;2;128;8;5441;283;9194;
NOJIT;2;128;8;8899;325;25541;
NOJIT;2;128;8;7405;284;24936;
NOJIT;2;128;8;8076;281;18671;
NOJIT;2;128;8;6896;283;18671;
JIT;2;128;16;19979;438;17385;
JIT;2;128;16;9503;434;17385;
JIT;2;128;16;13496;443;17386;
JIT;2;128;16;10192;434;17386;
NOJIT;2;128;16;15882;519;49093;
NOJIT;2;128;16;13938;445;48488;
NOJIT;2;128;16;10649;440;25327;
NOJIT;2;128;16;9440;447;25327;
JIT;2;128;32;18095;703;30444;
JIT;2;128;32;10887;699;30444;
JIT;2;128;32;22539;694;35679;
JIT;2;128;32;19832;696;35679;
NOJIT;2;128;32;32065;757;96197;
NOJIT;2;128;32;30452;701;95592;
NOJIT;2;128;32;23050;705;38639;
NOJIT;2;128;32;23145;707;38639;
JIT;2;128;64;43001;1216;54763;
JIT;2;128;64;19927;1215;54763;
JIT;2;128;64;34113;1222;62188;
JIT;2;128;64;23323;1225;62188;
