file;N;M;K;TOT_CYC;L1_DCM;TOT_INS;
JIT;4;32;32;9546;223;12566;
JIT;4;32;32;5194;214;12566;
JIT;4;32;32;10777;218;17631;
JIT;4;32;32;10085;218;17631;
NOJIT;4;32;32;14534;283;38085;
NOJIT;4;32;32;12861;213;37480;
NOJIT;4;32;32;7926;217;18895;
NOJIT;4;32;32;6478;213;18895;
JIT;1;1;1;1552;21;354;
JIT;1;1;1;674;18;354;
JIT;1;1;1;938;22;354;
JIT;1;1;1;719;11;354;
NOJIT;1;1;1;2804;54;987;
NOJIT;1;1;1;982;22;382;
NOJIT;1;1;1;1784;17;406;
NOJIT;1;1;1;849;19;406;
JIT;1;1;2;1290;25;358;
JIT;1;1;2;891;10;358;
JIT;1;1;2;971;15;358;
JIT;1;1;2;758;17;358;
NOJIT;1;1;2;2453;52;1001;
NOJIT;1;1;2;1002;16;396;
NOJIT;1;1;2;1592;21;422;
NOJIT;1;1;2;940;19;422;
JIT;1;1;4;1608;23;366;
JIT;1;1;4;752;22;366;
JIT;1;1;4;913;17;366;
JIT;1;1;4;864;18;366;
NOJIT;1;1;4;2662;58;1029;
NOJIT;1;1;4;915;18;424;
NOJIT;1;1;4;1646;15;435;
NOJIT;1;1;4;885;18;435;
JIT;1;1;8;2443;29;382;
JIT;1;1;8;841;20;382;
JIT;1;1;8;1069;23;382;
JIT;1;1;8;861;16;382;
NOJIT;1;1;8;2326;46;1085;
NOJIT;1;1;8;932;23;480;
NOJIT;1;1;8;2331;23;448;
NOJIT;1;1;8;1012;23;448;
JIT;1;1;16;2071;26;415;
JIT;1;1;16;1035;30;415;
JIT;1;1;16;1267;29;414;
JIT;1;1;16;833;21;414;
NOJIT;1;1;16;2763;54;1197;
NOJIT;1;1;16;1017;26;592;
NOJIT;1;1;16;2348;31;474;
NOJIT;1;1;16;967;25;474;
JIT;1;1;32;2788;32;480;
JIT;1;1;32;1163;33;480;
JIT;1;1;32;1296;28;478;
JIT;1;1;32;1169;26;478;
NOJIT;1;1;32;2531;78;1421;
NOJIT;1;1;32;1120;30;816;
NOJIT;1;1;32;2942;34;526;
NOJIT;1;1;32;1215;42;526;
JIT;1;1;64;2253;38;590;
JIT;1;1;64;1316;30;590;
JIT;1;1;64;1822;32;590;
JIT;1;1;64;1347;33;590;
NOJIT;1;1;64;2855;66;1869;
NOJIT;1;1;64;1160;39;1264;
NOJIT;1;1;64;2333;33;630;
NOJIT;1;1;64;1165;34;630;
JIT;1;1;128;2726;52;797;
JIT;1;1;128;1257;47;797;
JIT;1;1;128;1623;47;798;
JIT;1;1;128;1009;49;798;
NOJIT;1;1;128;3100;97;2765;
NOJIT;1;1;128;1397;60;2160;
NOJIT;1;1;128;2046;49;838;
NOJIT;1;1;128;1285;48;838;
JIT;2;1;1;1694;20;359;
JIT;2;1;1;810;20;359;
JIT;2;1;1;953;24;359;
JIT;2;1;1;686;22;359;
NOJIT;2;1;1;2317;46;996;
NOJIT;2;1;1;1042;16;391;
NOJIT;2;1;1;1793;21;426;
NOJIT;2;1;1;924;23;426;
JIT;2;1;2;1768;22;367;
JIT;2;1;2;700;19;367;
JIT;2;1;2;896;21;367;
JIT;2;1;2;796;14;367;
NOJIT;2;1;2;2271;52;1019;
NOJIT;2;1;2;966;21;414;
NOJIT;2;1;2;1893;19;458;
NOJIT;2;1;2;881;16;458;
JIT;2;1;4;2076;29;383;
JIT;2;1;4;855;21;383;
JIT;2;1;4;1002;26;383;
JIT;2;1;4;802;13;383;
NOJIT;2;1;4;2958;68;1065;
NOJIT;2;1;4;932;20;460;
NOJIT;2;1;4;2665;21;484;
NOJIT;2;1;4;1029;22;484;
JIT;2;1;8;1934;23;416;
JIT;2;1;8;954;24;416;
JIT;2;1;8;1250;27;415;
JIT;2;1;8;901;22;415;
NOJIT;2;1;8;2456;57;1157;
NOJIT;2;1;8;1076;21;552;
NOJIT;2;1;8;1451;25;510;
NOJIT;2;1;8;1335;26;510;
JIT;2;1;16;2152;33;483;
JIT;2;1;16;1267;32;483;
JIT;2;1;16;2099;30;479;
JIT;2;1;16;917;31;479;
NOJIT;2;1;16;2188;61;1341;
NOJIT;2;1;16;1267;37;736;
NOJIT;2;1;16;2615;32;562;
NOJIT;2;1;16;1050;27;562;
JIT;2;1;32;2796;40;583;
JIT;2;1;32;1243;26;583;
JIT;2;1;32;1577;29;627;
JIT;2;1;32;1312;30;627;
NOJIT;2;1;32;2566;63;1709;
NOJIT;2;1;32;1257;35;1104;
NOJIT;2;1;32;2093;31;666;
NOJIT;2;1;32;1280;40;666;
JIT;2;1;64;3711;47;779;
JIT;2;1;64;1331;46;779;
JIT;2;1;64;1949;35;831;
JIT;2;1;64;1834;46;831;
NOJIT;2;1;64;3003;95;2445;
NOJIT;2;1;64;1540;50;1840;
NOJIT;2;1;64;2179;43;874;
NOJIT;2;1;64;1123;45;874;
JIT;2;1;128;3397;76;1163;
JIT;2;1;128;1523;70;1163;
JIT;2;1;128;1639;69;1246;
JIT;2;1;128;1388;70;1246;
NOJIT;2;1;128;3628;106;3917;
NOJIT;2;1;128;1962;77;3312;
NOJIT;2;1;128;2437;72;1290;
NOJIT;2;1;128;1395;66;1290;
JIT;4;1;1;1523;25;369;
JIT;4;1;1;886;28;369;
JIT;4;1;1;1188;24;369;
JIT;4;1;1;802;20;369;
NOJIT;4;1;1;2372;49;1009;
NOJIT;4;1;1;977;21;404;
NOJIT;4;1;1;1760;20;466;
NOJIT;4;1;1;973;23;466;
JIT;4;1;2;1863;30;385;
JIT;4;1;2;908;25;385;
JIT;4;1;2;1052;22;385;
JIT;4;1;2;974;23;385;
NOJIT;4;1;2;2152;49;1045;
NOJIT;4;1;2;1042;22;440;
NOJIT;4;1;2;2156;19;530;
NOJIT;4;1;2;1076;26;530;
JIT;4;1;4;2066;30;417;
JIT;4;1;4;1014;25;417;
JIT;4;1;4;1135;29;417;
JIT;4;1;4;962;27;417;
NOJIT;4;1;4;2224;58;1117;
NOJIT;4;1;4;947;25;512;
NOJIT;4;1;4;2234;23;582;
NOJIT;4;1;4;1059;22;582;
JIT;4;1;8;1972;27;485;
JIT;4;1;8;979;26;485;
JIT;4;1;8;1294;32;481;
JIT;4;1;8;1045;25;481;
NOJIT;4;1;8;2522;66;1261;
NOJIT;4;1;8;1079;30;656;
NOJIT;4;1;8;2126;28;634;
NOJIT;4;1;8;1142;28;634;
JIT;4;1;16;2712;44;596;
JIT;4;1;16;1296;39;596;
JIT;4;1;16;1520;49;634;
JIT;4;1;16;1204;41;634;
NOJIT;4;1;16;2656;66;1549;
NOJIT;4;1;16;1033;36;944;
NOJIT;4;1;16;2401;45;738;
NOJIT;4;1;16;1447;43;738;
JIT;4;1;32;2865;48;724;
JIT;4;1;32;1076;37;724;
JIT;4;1;32;2089;45;891;
JIT;4;1;32;1413;38;891;
NOJIT;4;1;32;3011;77;2125;
NOJIT;4;1;32;1385;41;1520;
NOJIT;4;1;32;2326;42;946;
NOJIT;4;1;32;1182;40;946;
JIT;4;1;64;4015;62;1044;
JIT;4;1;64;1368;61;1044;
JIT;4;1;64;2947;64;1313;
JIT;4;1;64;2424;63;1313;
NOJIT;4;1;64;3224;92;3277;
NOJIT;4;1;64;1930;73;2672;
NOJIT;4;1;64;2189;59;1362;
NOJIT;4;1;64;1487;72;1362;
JIT;4;1;128;4119;104;1684;
JIT;4;1;128;1528;105;1684;
JIT;4;1;128;2589;106;2136;
JIT;4;1;128;1824;109;2136;
NOJIT;4;1;128;4400;147;5581;
NOJIT;4;1;128;2730;105;4976;
NOJIT;4;1;128;2538;110;2194;
NOJIT;4;1;128;1934;113;2194;
JIT;8;1;1;2788;28;389;
JIT;8;1;1;844;23;389;
JIT;8;1;1;909;24;389;
JIT;8;1;1;736;28;389;
NOJIT;8;1;1;2938;61;1035;
NOJIT;8;1;1;949;34;430;
NOJIT;8;1;1;1434;32;546;
NOJIT;8;1;1;1129;31;546;
JIT;8;1;2;2720;27;421;
JIT;8;1;2;968;23;421;
JIT;8;1;2;1111;24;421;
JIT;8;1;2;833;22;421;
NOJIT;8;1;2;2341;70;1097;
NOJIT;8;1;2;1105;27;492;
NOJIT;8;1;2;2335;27;674;
NOJIT;8;1;2;1187;25;674;
JIT;8;1;4;2055;29;493;
JIT;8;1;4;1082;23;493;
JIT;8;1;4;1296;34;485;
JIT;8;1;4;1188;28;485;
NOJIT;8;1;4;2265;56;1221;
NOJIT;8;1;4;1093;25;616;
NOJIT;8;1;4;2484;28;778;
NOJIT;8;1;4;1185;31;778;
JIT;8;1;8;2323;34;646;
JIT;8;1;8;976;30;646;
JIT;8;1;8;1875;28;651;
JIT;8;1;8;1031;25;651;
NOJIT;8;1;8;2447;66;1469;
NOJIT;8;1;8;1137;31;864;
NOJIT;8;1;8;2443;37;882;
NOJIT;8;1;8;1408;34;882;
JIT;8;1;16;3486;56;926;
JIT;8;1;16;1335;63;926;
JIT;8;1;16;2089;62;906;
JIT;8;1;16;1484;61;906;
NOJIT;8;1;16;2728;81;1965;
NOJIT;8;1;16;1458;54;1360;
NOJIT;8;1;16;2822;63;1090;
NOJIT;8;1;16;1464;64;1090;
JIT;8;1;32;2957;68;1486;
JIT;8;1;32;1747;61;1486;
JIT;8;1;32;2411;64;1419;
JIT;8;1;32;1646;57;1419;
NOJIT;8;1;32;3289;101;2957;
NOJIT;8;1;32;1887;66;2352;
NOJIT;8;1;32;2709;62;1506;
NOJIT;8;1;32;1572;67;1506;
JIT;8;1;64;5646;105;2606;
JIT;8;1;64;2094;102;2606;
JIT;8;1;64;6344;106;2277;
JIT;8;1;64;3927;103;2277;
NOJIT;8;1;64;4183;139;4941;
NOJIT;8;1;64;2895;107;4336;
NOJIT;8;1;64;2578;100;2338;
NOJIT;8;1;64;1811;105;2338;
JIT;8;1;128;6626;180;4846;
JIT;8;1;128;3336;172;4846;
JIT;8;1;128;4730;175;3916;
JIT;8;1;128;2768;169;3916;
NOJIT;8;1;128;5519;230;8909;
NOJIT;8;1;128;4247;165;8304;
NOJIT;8;1;128;4037;172;4002;
NOJIT;8;1;128;2648;168;4002;
JIT;16;1;1;1503;35;429;
JIT;16;1;1;1104;38;429;
JIT;16;1;1;1173;37;429;
JIT;16;1;1;1139;33;429;
NOJIT;16;1;1;2382;68;1087;
NOJIT;16;1;1;1196;41;482;
NOJIT;16;1;1;1787;38;706;
NOJIT;16;1;1;1277;43;706;
JIT;16;1;2;2167;41;509;
JIT;16;1;2;1148;37;509;
JIT;16;1;2;1422;35;493;
JIT;16;1;2;1194;39;493;
NOJIT;16;1;2;2714;74;1201;
NOJIT;16;1;2;1037;36;596;
NOJIT;16;1;2;1908;44;962;
NOJIT;16;1;2;1231;30;962;
JIT;16;1;4;3024;43;667;
JIT;16;1;4;1170;51;667;
JIT;16;1;4;1380;48;684;
JIT;16;1;4;1293;41;684;
NOJIT;16;1;4;2523;82;1429;
NOJIT;16;1;4;1424;54;824;
NOJIT;16;1;4;2890;43;1170;
NOJIT;16;1;4;1372;42;1170;
JIT;16;1;8;3605;54;955;
JIT;16;1;8;1460;53;955;
JIT;16;1;8;2664;59;939;
JIT;16;1;8;1305;49;939;
NOJIT;16;1;8;2589;81;1885;
NOJIT;16;1;8;1407;59;1280;
NOJIT;16;1;8;2329;53;1378;
NOJIT;16;1;8;1372;51;1378;
JIT;16;1;16;4933;81;1531;
JIT;16;1;16;1829;84;1531;
JIT;16;1;16;1943;82;1450;
JIT;16;1;16;1721;75;1450;
NOJIT;16;1;16;3043;110;2797;
NOJIT;16;1;16;1979;74;2192;
NOJIT;16;1;16;2810;85;1794;
NOJIT;16;1;16;1716;79;1794;
JIT;16;1;32;5069;113;2683;
JIT;16;1;32;2416;105;2683;
JIT;16;1;32;3820;114;2475;
JIT;16;1;32;2471;107;2475;
NOJIT;16;1;32;4268;146;4621;
NOJIT;16;1;32;2704;115;4016;
NOJIT;16;1;32;2702;107;2626;
NOJIT;16;1;32;1895;105;2626;
JIT;16;1;64;7278;178;4987;
JIT;16;1;64;3502;180;4987;
JIT;16;1;64;10385;174;4205;
JIT;16;1;64;7424;172;4205;
NOJIT;16;1;64;5596;224;8269;
NOJIT;16;1;64;4586;181;7664;
NOJIT;16;1;64;3716;170;4290;
NOJIT;16;1;64;2650;177;4290;
JIT;16;1;128;12341;318;9595;
JIT;16;1;128;5764;315;9595;
JIT;16;1;128;8090;313;7503;
JIT;16;1;128;5338;314;7503;
NOJIT;16;1;128;9593;382;15565;
NOJIT;16;1;128;7661;311;14960;
NOJIT;16;1;128;5532;313;7618;
NOJIT;16;1;128;4092;314;7618;
JIT;32;1;1;2772;51;509;
JIT;32;1;1;1178;39;509;
JIT;32;1;1;1365;40;509;
JIT;32;1;1;1089;40;509;
NOJIT;32;1;1;2401;68;1191;
NOJIT;32;1;1;1232;48;586;
NOJIT;32;1;1;2139;43;1026;
NOJIT;32;1;1;1234;48;1026;
JIT;32;1;2;4525;42;721;
JIT;32;1;2;1412;45;721;
JIT;32;1;2;1272;46;692;
JIT;32;1;2;1142;43;692;
NOJIT;32;1;2;2834;80;1409;
NOJIT;32;1;2;1292;50;804;
NOJIT;32;1;2;2380;44;1538;
NOJIT;32;1;2;1681;62;1538;
JIT;32;1;4;3104;59;1025;
JIT;32;1;4;1652;61;1025;
JIT;32;1;4;1424;57;1004;
JIT;32;1;4;1393;54;1004;
NOJIT;32;1;4;3343;90;1845;
NOJIT;32;1;4;1515;59;1240;
NOJIT;32;1;4;2442;50;1954;
NOJIT;32;1;4;1646;60;1954;
JIT;32;1;8;4941;79;1633;
JIT;32;1;8;2320;77;1633;
JIT;32;1;8;1626;66;1515;
JIT;32;1;8;1376;67;1515;
NOJIT;32;1;8;3299;119;2717;
NOJIT;32;1;8;1918;80;2112;
NOJIT;32;1;8;3031;74;2370;
NOJIT;32;1;8;1891;71;2370;
JIT;32;1;16;5436;120;2849;
JIT;32;1;16;2732;130;2849;
JIT;32;1;16;3648;121;2538;
JIT;32;1;16;2449;114;2538;
NOJIT;32;1;16;4269;157;4461;
NOJIT;32;1;16;2807;114;3856;
NOJIT;32;1;16;3459;116;3202;
NOJIT;32;1;16;2140;120;3202;
JIT;32;1;32;9135;177;5281;
JIT;32;1;32;4335;184;5281;
JIT;32;1;32;4253;173;4587;
JIT;32;1;32;3358;167;4587;
NOJIT;32;1;32;6358;223;7949;
NOJIT;32;1;32;4523;174;7344;
NOJIT;32;1;32;3642;175;4866;
NOJIT;32;1;32;2644;175;4866;
JIT;32;1;64;11910;313;10145;
JIT;32;1;64;6967;324;10145;
JIT;32;1;64;8091;312;8200;
JIT;32;1;64;4716;308;8200;
NOJIT;32;1;64;9132;373;14925;
NOJIT;32;1;64;7659;317;14320;
NOJIT;32;1;64;5134;318;8194;
NOJIT;32;1;64;4200;311;8194;
JIT;32;1;128;20929;626;19873;
JIT;32;1;128;12595;617;19873;
JIT;32;1;128;11718;588;14792;
JIT;32;1;128;7400;585;14792;
NOJIT;32;1;128;16203;672;28877;
NOJIT;32;1;128;14446;600;28272;
NOJIT;32;1;128;8274;589;14850;
NOJIT;32;1;128;7592;592;14850;
JIT;64;1;1;2671;67;775;
JIT;64;1;1;1141;63;775;
JIT;64;1;1;1793;73;776;
JIT;64;1;1;1257;69;776;
NOJIT;64;1;1;2483;106;1399;
NOJIT;64;1;1;1321;71;794;
NOJIT;64;1;1;2314;70;1666;
NOJIT;64;1;1;1446;69;1666;
JIT;64;1;2;3867;70;1196;
JIT;64;1;2;1436;69;1196;
JIT;64;1;2;1480;70;1028;
JIT;64;1;2;1278;69;1028;
NOJIT;64;1;2;2585;104;1825;
NOJIT;64;1;2;1471;73;1220;
NOJIT;64;1;2;2549;74;2690;
NOJIT;64;1;2;1671;71;2690;
JIT;64;1;4;4551;87;2062;
JIT;64;1;4;2320;90;2062;
JIT;64;1;4;2047;86;1644;
JIT;64;1;4;1597;83;1644;
NOJIT;64;1;4;3366;119;2677;
NOJIT;64;1;4;2041;83;2072;
NOJIT;64;1;4;3512;81;3522;
NOJIT;64;1;4;1987;83;3522;
JIT;64;1;8;7310;125;3794;
JIT;64;1;8;3021;115;3794;
JIT;64;1;8;2653;124;2667;
JIT;64;1;8;2155;114;2667;
NOJIT;64;1;8;4466;163;4381;
NOJIT;64;1;8;2963;122;3776;
NOJIT;64;1;8;3099;116;4354;
NOJIT;64;1;8;2221;113;4354;
JIT;64;1;16;9359;198;7258;
JIT;64;1;16;5008;192;7258;
JIT;64;1;16;4910;198;4714;
JIT;64;1;16;3688;198;4714;
NOJIT;64;1;16;5884;236;7789;
NOJIT;64;1;16;4883;184;7184;
NOJIT;64;1;16;4326;204;6018;
NOJIT;64;1;16;3355;196;6018;
JIT;64;1;32;15287;330;14122;
JIT;64;1;32;8528;339;14122;
JIT;64;1;32;6357;328;8811;
JIT;64;1;32;5707;317;8811;
NOJIT;64;1;32;9907;390;14605;
NOJIT;64;1;32;8393;331;14000;
NOJIT;64;1;32;5347;328;9346;
NOJIT;64;1;32;4677;332;9346;
JIT;64;1;64;25788;625;27882;
JIT;64;1;64;15386;628;27882;
JIT;64;1;64;10370;597;16040;
JIT;64;1;64;7663;592;16040;
NOJIT;64;1;64;17076;690;28237;
NOJIT;64;1;64;15501;634;27632;
NOJIT;64;1;64;8167;594;16002;
NOJIT;64;1;64;7262;591;16002;
JIT;64;1;128;53778;1152;55402;
JIT;64;1;128;28710;1152;55402;
JIT;64;1;128;17323;1121;29224;
JIT;64;1;128;12984;1121;29224;
NOJIT;64;1;128;30412;1210;55501;
NOJIT;64;1;128;28451;1151;54896;
NOJIT;64;1;128;14719;1122;29314;
NOJIT;64;1;128;13051;1121;29314;
JIT;128;1;1;4286;120;1191;
JIT;128;1;1;1602;113;1191;
JIT;128;1;1;2454;125;1192;
JIT;128;1;1;1787;120;1192;
NOJIT;128;1;1;3165;162;1815;
NOJIT;128;1;1;1687;111;1210;
NOJIT;128;1;1;2980;114;2946;
NOJIT;128;1;1;2069;120;2946;
JIT;128;1;2;5058;118;2025;
JIT;128;1;2;2211;114;2025;
JIT;128;1;2;2081;122;1700;
JIT;128;1;2;1825;117;1700;
NOJIT;128;1;2;4015;165;2657;
NOJIT;128;1;2;2437;127;2052;
NOJIT;128;1;2;3406;116;4994;
NOJIT;128;1;2;2561;127;4994;
JIT;128;1;4;7398;153;3717;
JIT;128;1;4;2891;149;3717;
JIT;128;1;4;2806;155;2924;
JIT;128;1;4;2436;156;2924;
NOJIT;128;1;4;4410;195;4341;
NOJIT;128;1;4;3166;160;3736;
NOJIT;128;1;4;3622;158;6658;
NOJIT;128;1;4;2712;155;6658;
JIT;128;1;8;10444;217;7101;
JIT;128;1;8;5286;220;7101;
JIT;128;1;8;5442;218;4971;
JIT;128;1;8;3646;212;4971;
NOJIT;128;1;8;6611;270;7709;
NOJIT;128;1;8;5390;225;7104;
NOJIT;128;1;8;4803;230;8322;
NOJIT;128;1;8;3798;222;8322;
JIT;128;1;16;16353;374;13869;
JIT;128;1;16;9126;373;13869;
JIT;128;1;16;7107;380;9066;
JIT;128;1;16;5680;365;9066;
NOJIT;128;1;16;10004;417;14445;
NOJIT;128;1;16;8820;364;13840;
NOJIT;128;1;16;5923;364;11650;
NOJIT;128;1;16;4992;365;11650;
JIT;128;1;32;28553;680;27434;
JIT;128;1;32;15378;691;27434;
JIT;128;1;32;13235;630;17259;
JIT;128;1;32;10583;624;17259;
NOJIT;128;1;32;17112;751;27917;
NOJIT;128;1;32;15679;697;27312;
NOJIT;128;1;32;9084;626;18306;
NOJIT;128;1;32;7775;624;18306;
JIT;128;1;64;49644;1218;54506;
JIT;128;1;64;29936;1236;54506;
JIT;128;1;64;20625;1142;31720;
JIT;128;1;64;14049;1144;31720;
NOJIT;128;1;64;31746;1292;54861;
NOJIT;128;1;64;30372;1226;54256;
NOJIT;128;1;64;15101;1143;31618;
NOJIT;128;1;64;13864;1141;31618;
JIT;128;1;128;142286;2253;108650;
JIT;128;1;128;60726;2249;108650;
JIT;128;1;128;36751;2186;58088;
JIT;128;1;128;25970;2188;58088;
NOJIT;128;1;128;63052;2313;108749;
NOJIT;128;1;128;61353;2254;108144;
NOJIT;128;1;128;25834;2188;58242;
NOJIT;128;1;128;25017;2184;58242;
JIT;1;2;1;1993;24;360;
JIT;1;2;1;889;21;360;
JIT;1;2;1;921;25;360;
JIT;1;2;1;728;22;360;
NOJIT;1;2;1;2874;73;1009;
NOJIT;1;2;1;971;20;404;
NOJIT;1;2;1;2491;18;445;
NOJIT;1;2;1;948;28;445;
JIT;1;2;2;1430;20;368;
JIT;1;2;2;838;23;368;
JIT;1;2;2;870;23;368;
JIT;1;2;2;759;29;368;
NOJIT;1;2;2;2577;52;1037;
NOJIT;1;2;2;1042;25;432;
NOJIT;1;2;2;1937;23;477;
NOJIT;1;2;2;856;25;477;
JIT;1;2;4;2221;22;384;
JIT;1;2;4;785;19;384;
JIT;1;2;4;988;19;384;
JIT;1;2;4;703;17;384;
NOJIT;1;2;4;2646;57;1093;
NOJIT;1;2;4;974;24;488;
NOJIT;1;2;4;2061;19;503;
NOJIT;1;2;4;1040;17;503;
JIT;1;2;8;2197;28;417;
JIT;1;2;8;851;22;417;
JIT;1;2;8;967;20;416;
JIT;1;2;8;954;19;416;
NOJIT;1;2;8;2815;52;1205;
NOJIT;1;2;8;968;18;600;
NOJIT;1;2;8;1899;26;529;
NOJIT;1;2;8;948;25;529;
JIT;1;2;16;2411;32;482;
JIT;1;2;16;1254;31;482;
JIT;1;2;16;1219;31;481;
JIT;1;2;16;1087;35;481;
NOJIT;1;2;16;2938;71;1429;
NOJIT;1;2;16;1243;38;824;
NOJIT;1;2;16;2152;30;581;
NOJIT;1;2;16;1110;30;581;
JIT;1;2;32;2469;37;630;
JIT;1;2;32;1172;37;630;
JIT;1;2;32;1527;40;615;
JIT;1;2;32;1017;34;615;
NOJIT;1;2;32;2733;71;1877;
NOJIT;1;2;32;1435;40;1272;
NOJIT;1;2;32;2488;45;685;
NOJIT;1;2;32;1244;46;685;
JIT;1;2;64;2803;52;831;
JIT;1;2;64;1788;44;831;
JIT;1;2;64;2018;42;831;
JIT;1;2;64;1732;44;831;
NOJIT;1;2;64;3053;72;2773;
NOJIT;1;2;64;1556;55;2168;
NOJIT;1;2;64;2304;55;893;
NOJIT;1;2;64;1356;47;893;
JIT;1;2;128;3183;75;1244;
JIT;1;2;128;1272;71;1244;
JIT;1;2;128;1506;77;1245;
JIT;1;2;128;1248;71;1245;
NOJIT;1;2;128;3554;119;4565;
NOJIT;1;2;128;2044;82;3960;
NOJIT;1;2;128;1863;80;1309;
NOJIT;1;2;128;1382;72;1309;
JIT;2;2;1;1672;24;369;
JIT;2;2;1;811;16;369;
JIT;2;2;1;948;19;369;
JIT;2;2;1;739;16;369;
NOJIT;2;2;1;2562;48;1027;
NOJIT;2;2;1;913;20;422;
NOJIT;2;2;1;2100;21;485;
NOJIT;2;2;1;939;20;485;
JIT;2;2;2;2276;21;385;
JIT;2;2;2;743;12;385;
JIT;2;2;2;958;20;385;
JIT;2;2;2;723;23;385;
NOJIT;2;2;2;2510;55;1073;
NOJIT;2;2;2;1044;20;468;
NOJIT;2;2;2;1948;34;549;
NOJIT;2;2;2;961;21;549;
JIT;2;2;4;1645;24;417;
JIT;2;2;4;892;28;417;
JIT;2;2;4;991;25;417;
JIT;2;2;4;836;21;417;
NOJIT;2;2;4;2564;56;1165;
NOJIT;2;2;4;1055;31;560;
NOJIT;2;2;4;1959;25;601;
NOJIT;2;2;4;979;25;601;
JIT;2;2;8;2707;29;484;
JIT;2;2;8;949;25;484;
JIT;2;2;8;1084;20;483;
JIT;2;2;8;1060;22;483;
NOJIT;2;2;8;2356;46;1349;
NOJIT;2;2;8;1148;29;744;
NOJIT;2;2;8;2253;22;653;
NOJIT;2;2;8;1058;21;653;
JIT;2;2;16;2073;39;627;
JIT;2;2;16;1228;36;627;
JIT;2;2;16;1846;38;628;
JIT;2;2;16;1227;39;628;
NOJIT;2;2;16;2597;71;1717;
NOJIT;2;2;16;1328;42;1112;
NOJIT;2;2;16;1864;46;757;
NOJIT;2;2;16;1116;42;757;
JIT;2;2;32;3947;39;815;
JIT;2;2;32;1546;35;815;
JIT;2;2;32;1654;43;903;
JIT;2;2;32;1396;36;903;
NOJIT;2;2;32;2781;75;2453;
NOJIT;2;2;32;1423;40;1848;
NOJIT;2;2;32;2410;40;965;
NOJIT;2;2;32;1347;42;965;
JIT;2;2;64;3677;54;1204;
JIT;2;2;64;1344;54;1204;
JIT;2;2;64;3042;55;1311;
JIT;2;2;64;2406;54;1311;
NOJIT;2;2;64;3805;89;3925;
NOJIT;2;2;64;1978;49;3320;
NOJIT;2;2;64;2471;55;1381;
NOJIT;2;2;64;1507;61;1381;
JIT;2;2;128;5706;91;1969;
JIT;2;2;128;1809;91;1969;
JIT;2;2;128;3552;86;2125;
JIT;2;2;128;1959;90;2125;
NOJIT;2;2;128;4388;133;6869;
NOJIT;2;2;128;2921;99;6264;
NOJIT;2;2;128;2702;89;2213;
NOJIT;2;2;128;2024;90;2213;
JIT;4;2;1;2014;27;387;
JIT;4;2;1;728;21;387;
JIT;4;2;1;1149;26;387;
JIT;4;2;1;884;20;387;
NOJIT;4;2;1;2574;51;1053;
NOJIT;4;2;1;1046;29;448;
NOJIT;4;2;1;1636;22;565;
NOJIT;4;2;1;949;31;565;
JIT;4;2;2;2457;23;419;
JIT;4;2;2;985;15;419;
JIT;4;2;2;1074;22;419;
JIT;4;2;2;963;25;419;
NOJIT;4;2;2;2436;66;1125;
NOJIT;4;2;2;983;22;520;
NOJIT;4;2;2;1785;22;693;
NOJIT;4;2;2;1052;19;693;
JIT;4;2;4;2376;29;487;
JIT;4;2;4;1072;19;487;
JIT;4;2;4;1151;22;487;
JIT;4;2;4;1013;23;487;
NOJIT;4;2;4;2583;74;1269;
NOJIT;4;2;4;969;23;664;
NOJIT;4;2;4;2181;21;797;
NOJIT;4;2;4;1303;28;797;
JIT;4;2;8;3065;36;624;
JIT;4;2;8;978;27;624;
JIT;4;2;8;1236;26;625;
JIT;4;2;8;1198;30;625;
NOJIT;4;2;8;3001;73;1557;
NOJIT;4;2;8;1178;25;952;
NOJIT;4;2;8;2455;32;901;
NOJIT;4;2;8;1149;28;901;
JIT;4;2;16;3302;45;841;
JIT;4;2;16;1492;43;841;
JIT;4;2;16;1705;51;921;
JIT;4;2;16;1494;49;921;
NOJIT;4;2;16;3018;82;2133;
NOJIT;4;2;16;1437;43;1528;
NOJIT;4;2;16;2770;54;1109;
NOJIT;4;2;16;1221;58;1109;
JIT;4;2;32;3673;55;1105;
JIT;4;2;32;1468;45;1105;
JIT;4;2;32;2505;54;1431;
JIT;4;2;32;1697;46;1431;
NOJIT;4;2;32;2990;80;3285;
NOJIT;4;2;32;1758;52;2680;
NOJIT;4;2;32;2977;51;1525;
NOJIT;4;2;32;1517;46;1525;
JIT;4;2;64;4087;74;1745;
JIT;4;2;64;1718;76;1745;
JIT;4;2;64;4999;79;2276;
JIT;4;2;64;3996;75;2276;
NOJIT;4;2;64;4578;103;5589;
NOJIT;4;2;64;2530;72;4984;
NOJIT;4;2;64;2763;74;2357;
NOJIT;4;2;64;1725;78;2357;
JIT;4;2;128;5182;124;3023;
JIT;4;2;128;2397;126;3023;
JIT;4;2;128;3458;131;3891;
JIT;4;2;128;2854;122;3891;
NOJIT;4;2;128;5778;174;10197;
NOJIT;4;2;128;4134;121;9592;
NOJIT;4;2;128;3368;126;4021;
NOJIT;4;2;128;2640;118;4021;
JIT;8;2;1;1565;26;423;
JIT;8;2;1;764;24;423;
JIT;8;2;1;995;18;423;
JIT;8;2;1;939;26;423;
NOJIT;8;2;1;2463;59;1105;
NOJIT;8;2;1;937;25;500;
