JIT_2;2;1;4;966;19;383;
JIT_2;2;1;4;761;21;383;
NOJIT_1;2;1;4;3416;57;1065;
NOJIT_1;2;1;4;1077;23;460;
NOJIT_2;2;1;4;1653;20;484;
NOJIT_2;2;1;4;981;19;484;
JIT_1;2;1;8;1631;26;416;
JIT_1;2;1;8;1018;26;416;
JIT_2;2;1;8;990;26;415;
JIT_2;2;1;8;798;18;415;
NOJIT_1;2;1;8;3399;84;1158;
NOJIT_1;2;1;8;1043;26;552;
NOJIT_2;2;1;8;2137;26;510;
NOJIT_2;2;1;8;1047;23;510;
JIT_1;2;1;16;2249;33;483;
JIT_1;2;1;16;1083;27;483;
JIT_2;2;1;16;1227;31;479;
JIT_2;2;1;16;919;25;479;
NOJIT_1;2;1;16;2688;59;1341;
NOJIT_1;2;1;16;1361;37;736;
NOJIT_2;2;1;16;1570;27;562;
NOJIT_2;2;1;16;1285;29;562;
JIT_1;2;1;32;3118;39;583;
JIT_1;2;1;32;1321;40;583;
JIT_2;2;1;32;1741;39;627;
JIT_2;2;1;32;1273;40;627;
NOJIT_1;2;1;32;2620;69;1709;
NOJIT_1;2;1;32;1297;42;1104;
NOJIT_2;2;1;32;2110;35;666;
NOJIT_2;2;1;32;1288;40;666;
JIT_1;2;1;64;3390;41;779;
JIT_1;2;1;64;1084;37;779;
JIT_2;2;1;64;1825;40;831;
JIT_2;2;1;64;1785;39;831;
NOJIT_1;2;1;64;3564;76;2445;
NOJIT_1;2;1;64;1339;50;1840;
NOJIT_2;2;1;64;1907;41;874;
NOJIT_2;2;1;64;1326;51;874;
JIT_1;2;1;128;2932;74;1163;
JIT_1;2;1;128;1493;76;1163;
JIT_2;2;1;128;1896;76;1246;
JIT_2;2;1;128;1464;76;1246;
NOJIT_1;2;1;128;3510;112;3917;
NOJIT_1;2;1;128;1886;79;3312;
NOJIT_2;2;1;128;2195;82;1290;
NOJIT_2;2;1;128;1468;74;1290;
JIT_1;4;1;1;2591;18;369;
JIT_1;4;1;1;935;26;369;
JIT_2;4;1;1;918;19;369;
JIT_2;4;1;1;867;19;369;
NOJIT_1;4;1;1;2756;51;1009;
NOJIT_1;4;1;1;1029;27;404;
NOJIT_2;4;1;1;1512;22;466;
NOJIT_2;4;1;1;954;19;466;
JIT_1;4;1;2;1603;25;385;
JIT_1;4;1;2;786;21;385;
JIT_2;4;1;2;1116;28;385;
JIT_2;4;1;2;703;17;385;
NOJIT_1;4;1;2;3294;60;1045;
NOJIT_1;4;1;2;904;23;440;
NOJIT_2;4;1;2;1972;26;530;
NOJIT_2;4;1;2;1160;22;530;
JIT_1;4;1;4;2371;26;417;
JIT_1;4;1;4;911;25;417;
JIT_2;4;1;4;1201;26;417;
JIT_2;4;1;4;904;22;417;
NOJIT_1;4;1;4;2664;55;1117;
NOJIT_1;4;1;4;1057;23;512;
NOJIT_2;4;1;4;2057;31;582;
NOJIT_2;4;1;4;1177;30;582;
JIT_1;4;1;8;2230;28;485;
JIT_1;4;1;8;1075;27;485;
JIT_2;4;1;8;1104;24;481;
JIT_2;4;1;8;1242;27;481;
NOJIT_1;4;1;8;2754;52;1261;
NOJIT_1;4;1;8;1129;28;656;
NOJIT_2;4;1;8;1955;26;634;
NOJIT_2;4;1;8;1224;25;634;
JIT_1;4;1;16;2950;44;596;
JIT_1;4;1;16;1179;32;596;
JIT_2;4;1;16;1383;51;634;
JIT_2;4;1;16;1097;38;634;
NOJIT_1;4;1;16;2492;64;1549;
NOJIT_1;4;1;16;1204;37;944;
NOJIT_2;4;1;16;2206;48;738;
NOJIT_2;4;1;16;1411;44;738;
JIT_1;4;1;32;3008;46;724;
JIT_1;4;1;32;1176;54;724;
JIT_2;4;1;32;2976;52;891;
JIT_2;4;1;32;1441;48;891;
NOJIT_1;4;1;32;3070;73;2125;
NOJIT_1;4;1;32;1364;48;1520;
NOJIT_2;4;1;32;2245;54;946;
NOJIT_2;4;1;32;1460;46;946;
JIT_1;4;1;64;3370;64;1044;
JIT_1;4;1;64;1322;55;1044;
JIT_2;4;1;64;3323;59;1313;
JIT_2;4;1;64;2531;55;1313;
NOJIT_1;4;1;64;3536;106;3277;
NOJIT_1;4;1;64;1863;58;2672;
NOJIT_2;4;1;64;2127;57;1362;
NOJIT_2;4;1;64;1388;61;1362;
JIT_1;4;1;128;4284;103;1684;
JIT_1;4;1;128;1771;108;1684;
JIT_2;4;1;128;2874;104;2136;
JIT_2;4;1;128;1874;102;2136;
NOJIT_1;4;1;128;4749;156;5581;
NOJIT_1;4;1;128;2891;106;4976;
NOJIT_2;4;1;128;2533;104;2194;
NOJIT_2;4;1;128;1919;112;2194;
JIT_1;8;1;1;1776;28;389;
JIT_1;8;1;1;957;17;389;
JIT_2;8;1;1;1060;20;389;
JIT_2;8;1;1;866;15;389;
NOJIT_1;8;1;1;2224;49;1035;
NOJIT_1;8;1;1;896;19;430;
NOJIT_2;8;1;1;1580;24;546;
NOJIT_2;8;1;1;992;25;546;
JIT_1;8;1;2;2702;29;421;
JIT_1;8;1;2;937;23;421;
JIT_2;8;1;2;1072;22;421;
JIT_2;8;1;2;814;18;421;
NOJIT_1;8;1;2;2033;46;1097;
NOJIT_1;8;1;2;1121;23;492;
NOJIT_2;8;1;2;1813;24;674;
NOJIT_2;8;1;2;1060;31;674;
JIT_1;8;1;4;1712;30;493;
JIT_1;8;1;4;1021;26;493;
JIT_2;8;1;4;1453;38;485;
JIT_2;8;1;4;1105;34;485;
NOJIT_1;8;1;4;2831;68;1221;
NOJIT_1;8;1;4;1039;32;616;
NOJIT_2;8;1;4;1754;32;778;
NOJIT_2;8;1;4;1177;32;778;
JIT_1;8;1;8;2748;37;646;
JIT_1;8;1;8;961;26;646;
JIT_2;8;1;8;1357;28;651;
JIT_2;8;1;8;1159;36;651;
NOJIT_1;8;1;8;2440;71;1469;
NOJIT_1;8;1;8;1157;33;864;
NOJIT_2;8;1;8;2192;35;882;
NOJIT_2;8;1;8;1325;32;882;
JIT_1;8;1;16;2740;65;926;
JIT_1;8;1;16;1483;65;926;
JIT_2;8;1;16;1859;57;906;
JIT_2;8;1;16;1347;59;906;
NOJIT_1;8;1;16;2779;81;1965;
NOJIT_1;8;1;16;1637;50;1360;
NOJIT_2;8;1;16;3325;62;1090;
NOJIT_2;8;1;16;1411;52;1090;
JIT_1;8;1;32;3568;67;1486;
JIT_1;8;1;32;1456;61;1486;
JIT_2;8;1;32;1810;62;1419;
JIT_2;8;1;32;1785;64;1419;
NOJIT_1;8;1;32;3404;103;2957;
NOJIT_1;8;1;32;1910;67;2352;
NOJIT_2;8;1;32;1982;64;1506;
NOJIT_2;8;1;32;1450;61;1506;
JIT_1;8;1;64;4649;100;2606;
JIT_1;8;1;64;1998;93;2606;
JIT_2;8;1;64;4852;100;2277;
JIT_2;8;1;64;3721;100;2277;
NOJIT_1;8;1;64;4037;143;4941;
NOJIT_1;8;1;64;2706;109;4336;
NOJIT_2;8;1;64;2583;104;2338;
NOJIT_2;8;1;64;1878;99;2338;
JIT_1;8;1;128;6746;171;4846;
JIT_1;8;1;128;3282;174;4846;
JIT_2;8;1;128;3669;178;3916;
JIT_2;8;1;128;3049;172;3916;
NOJIT_1;8;1;128;5983;232;8909;
NOJIT_1;8;1;128;4246;172;8304;
NOJIT_2;8;1;128;3414;174;4002;
NOJIT_2;8;1;128;2666;175;4002;
JIT_1;16;1;1;2471;35;429;
JIT_1;16;1;1;1148;31;429;
JIT_2;16;1;1;1094;36;429;
JIT_2;16;1;1;895;25;429;
NOJIT_1;16;1;1;2261;71;1087;
NOJIT_1;16;1;1;1051;35;482;
NOJIT_2;16;1;1;1780;44;706;
NOJIT_2;16;1;1;1156;29;706;
JIT_1;16;1;2;2434;39;509;
JIT_1;16;1;2;1190;36;509;
JIT_2;16;1;2;1223;32;493;
JIT_2;16;1;2;1077;36;493;
NOJIT_1;16;1;2;2336;78;1201;
NOJIT_1;16;1;2;1142;38;596;
NOJIT_2;16;1;2;1867;40;962;
NOJIT_2;16;1;2;1180;40;962;
JIT_1;16;1;4;2870;45;667;
JIT_1;16;1;4;1173;45;667;
JIT_2;16;1;4;1384;46;684;
JIT_2;16;1;4;938;37;684;
NOJIT_1;16;1;4;2709;74;1429;
NOJIT_1;16;1;4;1219;45;824;
NOJIT_2;16;1;4;2246;39;1170;
NOJIT_2;16;1;4;1252;38;1170;
JIT_1;16;1;8;3277;52;955;
JIT_1;16;1;8;1330;51;955;
JIT_2;16;1;8;1531;52;939;
JIT_2;16;1;8;1209;50;939;
NOJIT_1;16;1;8;2697;81;1885;
NOJIT_1;16;1;8;1316;59;1280;
NOJIT_2;16;1;8;1849;58;1378;
NOJIT_2;16;1;8;1306;50;1378;
JIT_1;16;1;16;5140;83;1531;
JIT_1;16;1;16;1826;79;1531;
JIT_2;16;1;16;3410;80;1450;
JIT_2;16;1;16;1534;78;1450;
NOJIT_1;16;1;16;3175;116;2797;
NOJIT_1;16;1;16;1827;72;2192;
NOJIT_2;16;1;16;2638;82;1794;
NOJIT_2;16;1;16;1697;78;1794;
JIT_1;16;1;32;5729;106;2683;
JIT_1;16;1;32;2484;106;2683;
JIT_2;16;1;32;2434;115;2475;
JIT_2;16;1;32;2220;105;2475;
NOJIT_1;16;1;32;4212;138;4621;
NOJIT_1;16;1;32;2660;104;4016;
NOJIT_2;16;1;32;2874;107;2626;
NOJIT_2;16;1;32;1892;116;2626;
JIT_1;16;1;64;8131;175;4987;
JIT_1;16;1;64;3482;178;4987;
JIT_2;16;1;64;9206;179;4205;
JIT_2;16;1;64;6892;174;4205;
NOJIT_1;16;1;64;5868;237;8269;
NOJIT_1;16;1;64;4241;175;7664;
NOJIT_2;16;1;64;3338;173;4290;
NOJIT_2;16;1;64;2955;178;4290;
JIT_1;16;1;128;12469;324;9595;
JIT_1;16;1;128;5746;319;9595;
JIT_2;16;1;128;6132;306;7503;
JIT_2;16;1;128;4764;307;7503;
NOJIT_1;16;1;128;8915;380;15565;
NOJIT_1;16;1;128;7550;315;14960;
NOJIT_2;16;1;128;5179;320;7618;
NOJIT_2;16;1;128;4233;320;7618;
JIT_1;32;1;1;2950;46;509;
JIT_1;32;1;1;1106;42;509;
JIT_2;32;1;1;1390;46;509;
JIT_2;32;1;1;1018;41;509;
NOJIT_1;32;1;1;2367;88;1191;
NOJIT_1;32;1;1;1173;45;586;
NOJIT_2;32;1;1;1905;50;1026;
NOJIT_2;32;1;1;1265;47;1026;
JIT_1;32;1;2;4377;48;721;
JIT_1;32;1;2;1344;42;721;
JIT_2;32;1;2;1786;45;692;
JIT_2;32;1;2;1049;40;692;
NOJIT_1;32;1;2;2767;76;1409;
NOJIT_1;32;1;2;1096;52;804;
NOJIT_2;32;1;2;2272;49;1538;
NOJIT_2;32;1;2;1483;43;1538;
JIT_1;32;1;4;3480;60;1025;
JIT_1;32;1;4;1529;58;1025;
JIT_2;32;1;4;1522;51;1004;
JIT_2;32;1;4;1374;49;1004;
NOJIT_1;32;1;4;2965;99;1845;
NOJIT_1;32;1;4;1382;50;1240;
NOJIT_2;32;1;4;1467;50;1954;
NOJIT_2;32;1;4;1528;53;1954;
JIT_1;32;1;8;5314;76;1633;
JIT_1;32;1;8;2060;80;1633;
JIT_2;32;1;8;2506;77;1515;
JIT_2;32;1;8;1634;71;1515;
NOJIT_1;32;1;8;3257;116;2717;
NOJIT_1;32;1;8;1819;76;2112;
NOJIT_2;32;1;8;2743;75;2370;
NOJIT_2;32;1;8;1696;69;2370;
JIT_1;32;1;16;6196;121;2849;
JIT_1;32;1;16;2801;125;2849;
JIT_2;32;1;16;3430;120;2538;
JIT_2;32;1;16;2327;120;2538;
NOJIT_1;32;1;16;4053;158;4461;
NOJIT_1;32;1;16;2961;111;3856;
NOJIT_2;32;1;16;3114;114;3202;
NOJIT_2;32;1;16;2132;116;3202;
JIT_1;32;1;32;9101;181;5281;
JIT_1;32;1;32;4496;175;5281;
JIT_2;32;1;32;3650;177;4587;
JIT_2;32;1;32;3387;176;4587;
NOJIT_1;32;1;32;6341;237;7949;
NOJIT_1;32;1;32;4597;179;7344;
NOJIT_2;32;1;32;3675;176;4866;
NOJIT_2;32;1;32;2946;178;4866;
JIT_1;32;1;64;11963;315;10145;
JIT_1;32;1;64;6852;313;10145;
JIT_2;32;1;64;5972;313;8200;
JIT_2;32;1;64;4548;313;8200;
NOJIT_1;32;1;64;9188;373;14925;
NOJIT_1;32;1;64;7781;322;14320;
NOJIT_2;32;1;64;5800;316;8194;
NOJIT_2;32;1;64;4306;312;8194;
JIT_1;32;1;128;24371;621;19873;
JIT_1;32;1;128;12087;614;19873;
JIT_2;32;1;128;9744;595;14792;
JIT_2;32;1;128;7202;585;14792;
NOJIT_1;32;1;128;16454;664;28877;
NOJIT_1;32;1;128;14641;597;28272;
NOJIT_2;32;1;128;8362;596;14850;
NOJIT_2;32;1;128;7476;587;14850;
JIT_1;64;1;1;3670;65;775;
JIT_1;64;1;1;1313;69;775;
JIT_2;64;1;1;1570;73;776;
JIT_2;64;1;1;1119;64;776;
NOJIT_1;64;1;1;2740;110;1399;
NOJIT_1;64;1;1;1314;67;794;
NOJIT_2;64;1;1;2046;74;1666;
NOJIT_2;64;1;1;1709;69;1666;
JIT_1;64;1;2;4502;70;1196;
JIT_1;64;1;2;1611;68;1196;
JIT_2;64;1;2;1340;70;1028;
JIT_2;64;1;2;1187;64;1028;
NOJIT_1;64;1;2;3272;115;1825;
NOJIT_1;64;1;2;1500;72;1220;
NOJIT_2;64;1;2;2549;65;2690;
NOJIT_2;64;1;2;1761;65;2690;
JIT_1;64;1;4;4283;86;2062;
JIT_1;64;1;4;2088;82;2062;
JIT_2;64;1;4;2265;93;1644;
JIT_2;64;1;4;1589;84;1644;
NOJIT_1;64;1;4;2947;124;2677;
NOJIT_1;64;1;4;2007;84;2072;
NOJIT_2;64;1;4;2611;87;3522;
NOJIT_2;64;1;4;1979;82;3522;
JIT_1;64;1;8;6549;139;3794;
JIT_1;64;1;8;3177;120;3794;
JIT_2;64;1;8;2774;116;2667;
JIT_2;64;1;8;2227;119;2667;
NOJIT_1;64;1;8;4173;162;4381;
NOJIT_1;64;1;8;2941;129;3776;
NOJIT_2;64;1;8;2998;121;4354;
NOJIT_2;64;1;8;2322;124;4354;
JIT_1;64;1;16;9650;196;7258;
JIT_1;64;1;16;5059;190;7258;
JIT_2;64;1;16;4657;203;4714;
JIT_2;64;1;16;3670;199;4714;
NOJIT_1;64;1;16;6010;238;7789;
NOJIT_1;64;1;16;5054;194;7184;
NOJIT_2;64;1;16;4729;205;6018;
NOJIT_2;64;1;16;3476;202;6018;
JIT_1;64;1;32;15723;327;14122;
JIT_1;64;1;32;8364;322;14122;
JIT_2;64;1;32;7679;325;8811;
JIT_2;64;1;32;5844;329;8811;
NOJIT_1;64;1;32;9633;390;14605;
NOJIT_1;64;1;32;8667;326;14000;
NOJIT_2;64;1;32;5962;333;9346;
NOJIT_2;64;1;32;4525;328;9346;
JIT_1;64;1;64;25267;623;27882;
JIT_1;64;1;64;14790;627;27882;
JIT_2;64;1;64;9687;595;16040;
JIT_2;64;1;64;7694;592;16040;
NOJIT_1;64;1;64;17447;686;28237;
NOJIT_1;64;1;64;15436;628;27632;
NOJIT_2;64;1;64;8034;599;16002;
NOJIT_2;64;1;64;7163;594;16002;
JIT_1;64;1;128;56964;1158;55402;
JIT_1;64;1;128;28572;1158;55402;
JIT_2;64;1;128;19575;1118;29224;
JIT_2;64;1;128;13771;1119;29224;
NOJIT_1;64;1;128;29718;1214;55501;
NOJIT_1;64;1;128;28620;1158;54896;
NOJIT_2;64;1;128;14271;1123;29314;
NOJIT_2;64;1;128;13686;1122;29314;
JIT_1;128;1;1;3948;119;1191;
JIT_1;128;1;1;1678;118;1191;
JIT_2;128;1;1;1701;125;1192;
JIT_2;128;1;1;1624;119;1192;
NOJIT_1;128;1;1;2807;165;1815;
NOJIT_1;128;1;1;1742;119;1210;
NOJIT_2;128;1;1;2866;126;2946;
NOJIT_2;128;1;1;2234;124;2946;
JIT_1;128;1;2;4267;122;2025;
JIT_1;128;1;2;2016;117;2025;
JIT_2;128;1;2;3972;120;1700;
JIT_2;128;1;2;1769;117;1700;
NOJIT_1;128;1;2;3508;171;2657;
NOJIT_1;128;1;2;2235;123;2052;
NOJIT_2;128;1;2;3244;118;4994;
NOJIT_2;128;1;2;2544;123;4994;
JIT_1;128;1;4;6105;158;3717;
JIT_1;128;1;4;3104;153;3717;
JIT_2;128;1;4;2846;152;2924;
JIT_2;128;1;4;2379;147;2924;
NOJIT_1;128;1;4;4242;197;4341;
NOJIT_1;128;1;4;3006;153;3736;
NOJIT_2;128;1;4;3697;146;6658;
NOJIT_2;128;1;4;2792;152;6658;
JIT_1;128;1;8;11455;217;7101;
JIT_1;128;1;8;5127;216;7101;
JIT_2;128;1;8;3906;219;4971;
JIT_2;128;1;8;3633;212;4971;
NOJIT_1;128;1;8;6380;273;7709;
NOJIT_1;128;1;8;5022;220;7104;
NOJIT_2;128;1;8;4539;215;8322;
NOJIT_2;128;1;8;3568;214;8322;
JIT_1;128;1;16;15715;367;13869;
JIT_1;128;1;16;8775;370;13869;
JIT_2;128;1;16;6917;370;9066;
JIT_2;128;1;16;5691;366;9066;
NOJIT_1;128;1;16;10501;433;14445;
NOJIT_1;128;1;16;8555;357;13840;
NOJIT_2;128;1;16;5855;370;11650;
NOJIT_2;128;1;16;5007;373;11650;
JIT_1;128;1;32;28822;679;27434;
JIT_1;128;1;32;15274;682;27434;
JIT_2;128;1;32;11371;633;17259;
JIT_2;128;1;32;10202;627;17259;
NOJIT_1;128;1;32;17305;766;27917;
NOJIT_1;128;1;32;15272;682;27312;
NOJIT_2;128;1;32;9284;621;18306;
NOJIT_2;128;1;32;7967;624;18306;
JIT_1;128;1;64;49528;1237;54506;
JIT_1;128;1;64;30303;1230;54506;
JIT_2;128;1;64;20427;1143;31720;
JIT_2;128;1;64;13896;1141;31720;
NOJIT_1;128;1;64;32238;1293;54861;
NOJIT_1;128;1;64;29927;1216;54256;
NOJIT_2;128;1;64;15152;1147;31618;
NOJIT_2;128;1;64;13603;1145;31618;
JIT_1;128;1;128;140939;2253;108650;
JIT_1;128;1;128;61292;2245;108650;
JIT_2;128;1;128;35637;2185;58088;
JIT_2;128;1;128;26047;2187;58088;
NOJIT_1;128;1;128;62513;2314;108749;
NOJIT_1;128;1;128;60327;2246;108144;
NOJIT_2;128;1;128;26765;2193;58242;
NOJIT_2;128;1;128;26230;2189;58242;
JIT_1;1;2;1;2061;18;360;
JIT_1;1;2;1;907;19;360;
JIT_2;1;2;1;940;19;360;
JIT_2;1;2;1;793;18;360;
NOJIT_1;1;2;1;2543;47;1009;
NOJIT_1;1;2;1;953;18;404;
NOJIT_2;1;2;1;1618;20;445;
NOJIT_2;1;2;1;1018;29;445;
JIT_1;1;2;2;1243;18;368;
JIT_1;1;2;2;865;26;368;
JIT_2;1;2;2;922;18;368;
JIT_2;1;2;2;837;18;368;
NOJIT_1;1;2;2;2323;47;1037;
NOJIT_1;1;2;2;938;17;432;
NOJIT_2;1;2;2;1814;15;477;
NOJIT_2;1;2;2;914;17;477;
JIT_1;1;2;4;2443;23;384;
JIT_1;1;2;4;823;17;384;
JIT_2;1;2;4;975;21;384;
JIT_2;1;2;4;823;23;384;
NOJIT_1;1;2;4;2596;53;1093;
NOJIT_1;1;2;4;1084;17;488;
NOJIT_2;1;2;4;1545;18;503;
NOJIT_2;1;2;4;949;19;503;
JIT_1;1;2;8;2271;27;417;
JIT_1;1;2;8;1065;25;417;
JIT_2;1;2;8;1040;19;416;
JIT_2;1;2;8;957;19;416;
NOJIT_1;1;2;8;2840;57;1205;
NOJIT_1;1;2;8;1018;27;600;
NOJIT_2;1;2;8;1936;22;529;
NOJIT_2;1;2;8;1007;26;529;
JIT_1;1;2;16;1932;29;482;
JIT_1;1;2;16;971;29;482;
JIT_2;1;2;16;1171;36;481;
JIT_2;1;2;16;1193;31;481;
NOJIT_1;1;2;16;2595;77;1429;
NOJIT_1;1;2;16;1265;35;824;
NOJIT_2;1;2;16;1690;36;581;
NOJIT_2;1;2;16;1247;31;581;
JIT_1;1;2;32;2522;39;630;
JIT_1;1;2;32;1220;28;630;
JIT_2;1;2;32;1868;39;615;
JIT_2;1;2;32;1112;28;615;
NOJIT_1;1;2;32;3193;82;1877;
NOJIT_1;1;2;32;1378;41;1272;
NOJIT_2;1;2;32;1593;40;685;
NOJIT_2;1;2;32;1347;44;685;
JIT_1;1;2;64;3109;41;831;
JIT_1;1;2;64;1641;36;831;
JIT_2;1;2;64;2168;43;831;
JIT_2;1;2;64;1882;41;831;
NOJIT_1;1;2;64;2469;86;2773;
NOJIT_1;1;2;64;1561;51;2168;
NOJIT_2;1;2;64;2450;45;893;
NOJIT_2;1;2;64;1296;49;893;
JIT_1;1;2;128;3307;73;1244;
JIT_1;1;2;128;1358;65;1244;
JIT_2;1;2;128;1601;69;1245;
JIT_2;1;2;128;1421;66;1245;
NOJIT_1;1;2;128;3473;119;4565;
NOJIT_1;1;2;128;2271;78;3960;
NOJIT_2;1;2;128;2093;80;1309;
NOJIT_2;1;2;128;1393;74;1309;
JIT_1;2;2;1;2182;28;369;
JIT_1;2;2;1;760;21;369;
JIT_2;2;2;1;1135;29;369;
JIT_2;2;2;1;700;16;369;
NOJIT_1;2;2;1;2734;53;1027;
NOJIT_1;2;2;1;931;30;422;
NOJIT_2;2;2;1;2287;24;485;
NOJIT_2;2;2;1;1039;21;485;
JIT_1;2;2;2;2291;19;385;
JIT_1;2;2;2;842;20;385;
JIT_2;2;2;2;1259;22;385;
JIT_2;2;2;2;825;16;385;
NOJIT_1;2;2;2;2589;51;1073;
NOJIT_1;2;2;2;1003;18;468;
NOJIT_2;2;2;2;1248;21;549;
NOJIT_2;2;2;2;1096;23;549;
JIT_1;2;2;4;1851;29;417;
JIT_1;2;2;4;970;25;417;
JIT_2;2;2;4;1096;26;417;
JIT_2;2;2;4;872;21;417;
NOJIT_1;2;2;4;3221;54;1165;
NOJIT_1;2;2;4;1030;25;560;
NOJIT_2;2;2;4;2077;23;601;
NOJIT_2;2;2;4;1178;20;601;
JIT_1;2;2;8;2078;29;484;
JIT_1;2;2;8;1047;22;484;
JIT_2;2;2;8;1173;25;483;
JIT_2;2;2;8;988;25;483;
NOJIT_1;2;2;8;2796;60;1349;
NOJIT_1;2;2;8;976;30;744;
NOJIT_2;2;2;8;1702;27;653;
NOJIT_2;2;2;8;1210;26;653;
JIT_1;2;2;16;2753;35;627;
JIT_1;2;2;16;1179;41;627;
JIT_2;2;2;16;1644;44;628;
JIT_2;2;2;16;1303;35;628;
NOJIT_1;2;2;16;3729;74;1717;
NOJIT_1;2;2;16;1273;40;1112;
NOJIT_2;2;2;16;1917;44;757;
NOJIT_2;2;2;16;1409;42;757;
JIT_1;2;2;32;2971;44;815;
JIT_1;2;2;32;1640;35;815;
JIT_2;2;2;32;1634;36;903;
JIT_2;2;2;32;1465;40;903;
NOJIT_1;2;2;32;2988;73;2453;
NOJIT_1;2;2;32;1612;44;1848;
NOJIT_2;2;2;32;1789;47;965;
NOJIT_2;2;2;32;1490;44;965;
JIT_1;2;2;64;2642;64;1204;
JIT_1;2;2;64;1384;49;1204;
JIT_2;2;2;64;3222;56;1311;
JIT_2;2;2;64;2542;59;1311;
NOJIT_1;2;2;64;3625;113;3925;
NOJIT_1;2;2;64;1997;58;3320;
NOJIT_2;2;2;64;2660;59;1381;
NOJIT_2;2;2;64;1656;61;1381;
JIT_1;2;2;128;5674;93;1969;
JIT_1;2;2;128;1955;93;1969;
JIT_2;2;2;128;2199;96;2125;
JIT_2;2;2;128;1901;86;2125;
NOJIT_1;2;2;128;4107;124;6869;
NOJIT_1;2;2;128;2849;86;6264;
NOJIT_2;2;2;128;3157;88;2213;
NOJIT_2;2;2;128;1849;85;2213;
JIT_1;4;2;1;2322;29;387;
JIT_1;4;2;1;814;22;387;
JIT_2;4;2;1;1146;20;387;
JIT_2;4;2;1;857;19;387;
NOJIT_1;4;2;1;2334;50;1053;
NOJIT_1;4;2;1;930;28;448;
NOJIT_2;4;2;1;2001;19;565;
NOJIT_2;4;2;1;1068;22;565;
JIT_1;4;2;2;1622;25;419;
JIT_1;4;2;2;868;28;419;
JIT_2;4;2;2;981;22;419;
JIT_2;4;2;2;816;21;419;
NOJIT_1;4;2;2;2388;66;1125;
