file;size;repeat;TOT_CYC;L1_CACHE_MISSES;TOT_INS
test_addition_static;16;10;12861;232;4924
test_addition_static;16;10;13188;247;4924
test_addition_static;16;10;13500;248;4924
test_addition_static;16;10;12993;233;4924
test_addition_static;16;10;13053;228;4924
test_addition_static;16;10;13062;243;4924
test_addition_static;16;10;13507;247;4924
test_addition_static;16;10;13450;249;4924
test_addition_static;16;10;13354;248;4924
test_addition_static;16;10;12905;233;4924
test_addition_static;16;10;13333;249;4924
test_addition_static;16;10;13071;228;4924
test_addition_static;16;10;13381;247;4924
test_addition_static;16;10;13484;254;4924
test_addition_static;16;20;13006;245;5224
test_addition_static;16;20;13652;221;5224
test_addition_static;16;20;13313;239;5224
test_addition_static;16;20;13117;248;5224
test_addition_static;16;20;13432;250;5224
test_addition_static;16;20;13318;258;5224
test_addition_static;16;20;13149;255;5224
test_addition_static;16;20;13334;244;5224
test_addition_static;16;20;13518;252;5224
test_addition_static;16;20;13424;237;5224
test_addition_static;16;20;13040;236;5224
test_addition_static;16;20;13323;257;5224
test_addition_static;16;20;13085;253;5224
test_addition_static;16;20;13761;246;5224
test_addition_static;16;20;13202;238;5224
test_addition_static;16;20;14121;251;5224
test_addition_static;16;20;14146;253;5225
test_addition_static;16;20;13740;251;5224
test_addition_static;16;20;13094;238;5224
test_addition_static;16;20;13420;241;5224
test_addition_static;16;50;13496;237;6124
test_addition_static;16;50;13470;231;6124
test_addition_static;16;50;14113;260;6124
test_addition_static;16;50;13584;236;6124
test_addition_static;16;50;14361;254;6124
test_addition_static;16;50;14118;256;6124
test_addition_static;16;50;13916;251;6124
test_addition_static;16;50;13451;253;6124
test_addition_static;16;50;13552;240;6124
test_addition_static;16;50;14104;257;6124
test_addition_static;16;50;13596;255;6124
test_addition_static;16;50;13836;256;6124
test_addition_static;16;50;13510;239;6124
test_addition_static;16;50;13817;236;6124
test_addition_static;16;50;13710;244;6124
test_addition_static;16;50;14277;262;6124
test_addition_static;16;50;14066;242;6124
test_addition_static;16;50;13789;243;6124
test_addition_static;16;50;13620;244;6124
test_addition_static;16;50;13674;246;6124
test_addition_static;16;100;14291;236;7624
test_addition_static;16;100;13563;259;7624
test_addition_static;16;100;14002;243;7624
test_addition_static;16;100;14489;247;7624
test_addition_static;16;100;13895;242;7624
test_addition_static;16;100;14516;258;7624
test_addition_static;16;100;15148;256;7625
test_addition_static;16;100;14122;244;7624
test_addition_static;16;100;14142;255;7624
test_addition_static;16;100;14816;267;7624
test_addition_static;16;100;14866;256;7625
test_addition_static;16;100;14265;239;7624
test_addition_static;16;100;13943;239;7624
test_addition_static;16;100;14714;243;7624
test_addition_static;16;100;13904;245;7630
test_addition_static;16;100;13865;234;7624
test_addition_static;16;100;14620;246;7624
test_addition_static;16;100;14757;257;7625
test_addition_static;16;100;14173;244;7624
test_addition_static;16;100;14334;247;7624
test_addition_static;16;1000;22650;242;34624
test_addition_static;16;1000;21936;249;34624
test_addition_static;16;1000;23191;242;34624
test_addition_static;16;1000;21903;229;34624
test_addition_static;16;1000;22682;248;34624
test_addition_static;16;1000;21670;246;34624
test_addition_static;16;1000;22591;245;34624
test_addition_static;16;1000;22327;235;34624
test_addition_static;16;1000;23098;262;34625
test_addition_static;16;1000;22653;249;34624
test_addition_static;16;1000;22855;269;34624
test_addition_static;16;1000;22598;246;34624
test_addition_static;16;1000;21982;244;34624
test_addition_static;16;1000;22176;243;34624
test_addition_static;16;1000;22119;248;34624
test_addition_static;16;1000;22546;254;34624
test_addition_static;16;1000;22748;253;34624
test_addition_static;16;1000;22459;237;34624
test_addition_static;16;1000;21928;236;34624
test_addition_static;16;1000;22132;244;34624
test_addition_static;16;10000;103455;232;304624
test_addition_static;16;10000;102933;219;304624
test_addition_static;16;10000;103289;255;304624
test_addition_static;16;10000;103114;256;304624
test_addition_static;16;10000;103389;247;304624
test_addition_static;16;10000;103032;226;304624
test_addition_static;16;10000;103540;238;304624
test_addition_static;16;10000;102944;242;304624
test_addition_static;16;10000;103332;238;304624
test_addition_static;16;10000;104311;251;304625
test_addition_static;16;10000;103404;257;304624
test_addition_static;16;10000;103641;246;304624
test_addition_static;16;10000;102985;235;304624
test_addition_static;16;10000;102963;244;304624
test_addition_static;16;10000;103809;245;304624
test_addition_static;16;10000;102771;235;304624
test_addition_static;16;10000;102973;242;304624
test_addition_static;16;10000;103270;243;304624
test_addition_static;16;10000;103109;255;304624
test_addition_static;16;10000;102791;237;304624
test_addition_static;16;100000;919026;259;3004626
test_addition_static;16;100000;913497;231;3004624
test_addition_static;16;100000;919310;268;3004624
test_addition_static;16;100000;913378;247;3004624
test_addition_static;16;100000;913009;234;3004624
test_addition_static;16;100000;913220;256;3004624
test_addition_static;16;100000;913549;248;3004624
test_addition_static;16;100000;913653;245;3004624
test_addition_static;16;100000;912779;245;3004624
test_addition_static;16;100000;913450;239;3004624
test_addition_static;16;100000;912725;248;3004624
test_addition_static;16;100000;912873;236;3004624
test_addition_static;16;100000;913167;239;3004624
test_addition_static;16;100000;914171;258;3004624
test_addition_static;16;100000;913146;251;3004624
test_addition_static;16;100000;912757;248;3004624
test_addition_static;16;100000;912296;229;3004624
test_addition_static;16;100000;912888;240;3004624
test_addition_static;16;100000;914690;261;3004625
test_addition_static;16;100000;913409;253;3004624
test_addition_static;20;10;13171;250;5179
test_addition_static;20;10;13928;253;5179
test_addition_static;20;10;15871;252;5179
test_addition_static;20;10;13487;246;5179
test_addition_static;20;10;13340;239;5179
test_addition_static;20;10;14179;256;5180
test_addition_static;20;10;13263;246;5179
test_addition_static;20;10;13345;241;5179
test_addition_static;20;10;13457;244;5179
test_addition_static;20;10;13774;260;5179
test_addition_static;20;10;13498;252;5179
test_addition_static;20;10;13498;245;5179
test_addition_static;20;10;13829;234;5179
test_addition_static;20;10;13170;237;5179
test_addition_static;20;10;14145;249;5179
test_addition_static;20;10;13577;237;5179
test_addition_static;20;10;14601;270;5179
test_addition_static;20;10;13794;248;5179
test_addition_static;20;10;13003;245;5179
test_addition_static;20;10;13836;242;5179
test_addition_static;20;20;14745;251;5699
test_addition_static;20;20;13444;243;5699
test_addition_static;20;20;13199;231;5699
test_addition_static;20;20;15003;260;5700
test_addition_static;20;20;13813;249;5699
test_addition_static;20;20;13802;240;5699
test_addition_static;20;20;13926;236;5699
test_addition_static;20;20;13916;248;5699
test_addition_static;20;20;13529;234;5699
test_addition_static;20;20;13398;238;5699
test_addition_static;20;20;14507;260;5700
test_addition_static;20;20;13976;242;5699
test_addition_static;20;20;14164;259;5699
test_addition_static;20;20;13548;240;5699
test_addition_static;20;20;13897;254;5699
test_addition_static;20;20;13597;241;5699
test_addition_static;20;20;13802;257;5699
test_addition_static;20;20;14099;250;5699
test_addition_static;20;20;13134;248;5699
test_addition_static;20;20;13903;240;5699
test_addition_static;20;50;13881;249;7259
test_addition_static;20;50;14394;250;7259
test_addition_static;20;50;15285;250;7260
test_addition_static;20;50;14095;251;7259
test_addition_static;20;50;14296;238;7259
test_addition_static;20;50;14527;241;7259
test_addition_static;20;50;14208;239;7259
test_addition_static;20;50;13882;242;7259
test_addition_static;20;50;14109;256;7259
test_addition_static;20;50;14381;252;7259
test_addition_static;20;50;14109;246;7259
test_addition_static;20;50;14532;252;7259
test_addition_static;20;50;14437;252;7259
test_addition_static;20;50;14527;250;7259
test_addition_static;20;50;13636;234;7259
test_addition_static;20;50;15146;249;7259
test_addition_static;20;50;14535;255;7259
test_addition_static;20;50;14135;243;7259
test_addition_static;20;50;14571;240;7259
test_addition_static;20;50;14423;243;7259
test_addition_static;20;100;15033;249;9859
test_addition_static;20;100;17070;270;9860
test_addition_static;20;100;14929;230;9859
test_addition_static;20;100;15901;244;9859
test_addition_static;20;100;15338;243;9859
test_addition_static;20;100;15007;247;9859
test_addition_static;20;100;15407;256;9859
test_addition_static;20;100;16042;251;9860
test_addition_static;20;100;16865;259;9860
test_addition_static;20;100;14866;254;9859
test_addition_static;20;100;14733;231;9859
test_addition_static;20;100;15721;247;9859
test_addition_static;20;100;15073;249;9859
test_addition_static;20;100;15217;243;9859
test_addition_static;20;100;15392;249;9859
test_addition_static;20;100;15045;248;9859
test_addition_static;20;100;14842;239;9859
test_addition_static;20;100;17229;251;9859
test_addition_static;20;100;15314;246;9859
test_addition_static;20;100;15477;246;9859
test_addition_static;20;1000;33377;241;56659
test_addition_static;20;1000;33260;249;56659
test_addition_static;20;1000;33198;233;56659
test_addition_static;20;1000;33274;243;56659
test_addition_static;20;1000;33069;242;56659
test_addition_static;20;1000;34727;251;56660
test_addition_static;20;1000;33198;230;56659
test_addition_static;20;1000;34354;258;56660
test_addition_static;20;1000;32915;243;56659
test_addition_static;20;1000;33508;236;56659
test_addition_static;20;1000;33347;251;56659
test_addition_static;20;1000;33284;253;56659
test_addition_static;20;1000;33520;248;56659
test_addition_static;20;1000;33253;242;56659
test_addition_static;20;1000;33506;254;56659
test_addition_static;20;1000;32674;229;56659
test_addition_static;20;1000;33176;232;56659
test_addition_static;20;1000;32953;251;56659
test_addition_static;20;1000;33422;243;56659
test_addition_static;20;1000;33711;261;56659
test_addition_static;20;10000;213092;245;524659
test_addition_static;20;10000;214370;261;524659
test_addition_static;20;10000;213229;235;524659
test_addition_static;20;10000;213820;250;524659
test_addition_static;20;10000;214328;257;524660
test_addition_static;20;10000;214535;253;524659
test_addition_static;20;10000;213189;242;524659
test_addition_static;20;10000;213708;250;524659
test_addition_static;20;10000;212757;263;524665
test_addition_static;20;10000;213800;251;524659
test_addition_static;20;10000;213151;258;524659
test_addition_static;20;10000;213381;253;524659
test_addition_static;20;10000;213203;235;524659
test_addition_static;20;10000;213051;232;524659
test_addition_static;20;10000;212980;244;524659
test_addition_static;20;10000;212925;245;524659
test_addition_static;20;10000;213435;259;524659
test_addition_static;20;10000;213437;248;524659
test_addition_static;20;10000;213416;247;524659
test_addition_static;20;10000;212971;237;524659
test_addition_static;20;100000;2013633;248;5204660
test_addition_static;20;100000;2013923;247;5204659
test_addition_static;20;100000;2013209;241;5204659
test_addition_static;20;100000;2013122;243;5204659
test_addition_static;20;100000;2014208;254;5204659
test_addition_static;20;100000;2013431;248;5204659
test_addition_static;20;100000;2013627;252;5204659
test_addition_static;20;100000;2013386;260;5204659
test_addition_static;20;100000;2015547;248;5204659
test_addition_static;20;100000;2021514;244;5204660
test_addition_static;20;100000;2014469;249;5204661
test_addition_static;20;100000;2012916;242;5204659
test_addition_static;20;100000;2014141;256;5204660
test_addition_static;20;100000;2022509;268;5204660
test_addition_static;20;100000;2012899;243;5204659
test_addition_static;20;100000;2022112;257;5204660
test_addition_static;20;100000;2013230;250;5204659
test_addition_static;20;100000;2013176;247;5204659
test_addition_static;20;100000;2013783;262;5204659
test_addition_static;20;100000;2014177;244;5204659
test_addition_static;32;10;13958;241;5136
test_addition_static;32;10;13105;244;5136
test_addition_static;32;10;13434;252;5136
test_addition_static;32;10;12796;250;5136
test_addition_static;32;10;12788;258;5136
test_addition_static;32;10;13255;241;5136
test_addition_static;32;10;13002;252;5136
test_addition_static;32;10;13445;258;5136
test_addition_static;32;10;13076;251;5136
test_addition_static;32;10;13150;259;5136
test_addition_static;32;10;13202;253;5136
test_addition_static;32;10;12871;243;5136
test_addition_static;32;10;13103;255;5136
test_addition_static;32;10;13767;245;5136
test_addition_static;32;10;14269;249;5136
test_addition_static;32;10;13031;241;5136
test_addition_static;32;10;13486;241;5136
test_addition_static;32;10;13376;238;5136
test_addition_static;32;10;13358;258;5136
test_addition_static;32;10;12533;250;5136
test_addition_static;32;20;13655;247;5586
test_addition_static;32;20;13988;260;5586
test_addition_static;32;20;13469;247;5586
test_addition_static;32;20;13508;240;5586
test_addition_static;32;20;13091;238;5586
test_addition_static;32;20;13938;250;5586
test_addition_static;32;20;13697;249;5586
test_addition_static;32;20;13255;242;5586
test_addition_static;32;20;13667;249;5586
test_addition_static;32;20;13638;265;5586
test_addition_static;32;20;12990;243;5586
test_addition_static;32;20;13145;248;5586
test_addition_static;32;20;13491;241;5586
test_addition_static;32;20;13338;258;5586
test_addition_static;32;20;13908;253;5586
test_addition_static;32;20;14306;256;5586
test_addition_static;32;20;13463;246;5586
test_addition_static;32;20;13202;237;5586
test_addition_static;32;20;13885;250;5586
test_addition_static;32;20;13866;244;5586
test_addition_static;32;50;13988;254;6936
test_addition_static;32;50;13946;242;6936
test_addition_static;32;50;14057;227;6936
test_addition_static;32;50;13473;239;6936
test_addition_static;32;50;13886;268;6936
test_addition_static;32;50;13999;237;6936
test_addition_static;32;50;13225;235;6936
test_addition_static;32;50;14318;266;6936
test_addition_static;32;50;14261;245;6936
test_addition_static;32;50;14211;259;6936
test_addition_static;32;50;14127;245;6936
test_addition_static;32;50;13565;251;6936
test_addition_static;32;50;14537;251;6936
test_addition_static;32;50;13768;234;6936
test_addition_static;32;50;14429;255;6936
test_addition_static;32;50;14126;245;6936
test_addition_static;32;50;14166;250;6936
test_addition_static;32;50;14912;248;6936
test_addition_static;32;50;14242;269;6936
test_addition_static;32;50;13693;240;6936
test_addition_static;32;100;14995;257;9186
test_addition_static;32;100;14616;254;9186
test_addition_static;32;100;15559;252;9186
test_addition_static;32;100;14750;235;9186
test_addition_static;32;100;15405;260;9186
test_addition_static;32;100;15243;254;9186
test_addition_static;32;100;14684;243;9186
test_addition_static;32;100;14784;264;9186
test_addition_static;32;100;14550;253;9186
test_addition_static;32;100;14966;248;9186
test_addition_static;32;100;15086;254;9186
test_addition_static;32;100;14764;235;9186
test_addition_static;32;100;14539;243;9186
test_addition_static;32;100;14896;252;9186
test_addition_static;32;100;14758;243;9186
test_addition_static;32;100;14552;248;9186
test_addition_static;32;100;15476;258;9186
test_addition_static;32;100;14586;264;9186
test_addition_static;32;100;14804;240;9186
test_addition_static;32;100;14682;244;9186
test_addition_static;32;1000;28214;247;49686
test_addition_static;32;1000;28088;244;49686
test_addition_static;32;1000;27780;243;49686
test_addition_static;32;1000;29216;263;49687
test_addition_static;32;1000;27991;252;49686
test_addition_static;32;1000;28988;236;49686
test_addition_static;32;1000;28599;255;49686
test_addition_static;32;1000;28372;246;49686
test_addition_static;32;1000;27985;239;49686
test_addition_static;32;1000;28490;239;49686
test_addition_static;32;1000;28448;252;49686
test_addition_static;32;1000;28574;258;49686
test_addition_static;32;1000;27922;261;49686
test_addition_static;32;1000;28288;253;49686
test_addition_static;32;1000;29276;265;49687
test_addition_static;32;1000;27743;247;49686
test_addition_static;32;1000;29715;269;49687
test_addition_static;32;1000;28206;253;49686
test_addition_static;32;1000;28156;263;49686
test_addition_static;32;1000;28240;250;49686
test_addition_static;32;10000;163348;244;454686
test_addition_static;32;10000;163362;248;454686
test_addition_static;32;10000;163414;248;454686
test_addition_static;32;10000;163571;252;454686
test_addition_static;32;10000;163448;265;454686
test_addition_static;32;10000;163857;260;454686
test_addition_static;32;10000;164173;266;454687
test_addition_static;32;10000;164068;254;454686
test_addition_static;32;10000;164395;264;454687
test_addition_static;32;10000;163877;244;454686
test_addition_static;32;10000;163243;246;454686
test_addition_static;32;10000;163920;237;454686
test_addition_static;32;10000;163559;244;454686
test_addition_static;32;10000;163247;257;454686
test_addition_static;32;10000;164305;251;454686
test_addition_static;32;10000;162690;247;454686
test_addition_static;32;10000;163744;236;454686
test_addition_static;32;10000;163674;261;454686
test_addition_static;32;10000;163760;243;454686
test_addition_static;32;10000;162971;231;454686
test_addition_static;32;100000;1513003;239;4504686
test_addition_static;32;100000;1513538;253;4504686
test_addition_static;32;100000;1513247;242;4504686
test_addition_static;32;100000;1513217;255;4504686
test_addition_static;32;100000;1513698;267;4504686
test_addition_static;32;100000;1515062;294;4504686
test_addition_static;32;100000;1512849;238;4504686
test_addition_static;32;100000;1513248;256;4504686
test_addition_static;32;100000;1513137;264;4504686
test_addition_static;32;100000;1513428;238;4504686
test_addition_static;32;100000;1513095;243;4504686
test_addition_static;32;100000;1518206;263;4504687
test_addition_static;32;100000;1513127;247;4504686
test_addition_static;32;100000;1513473;248;4504686
test_addition_static;32;100000;1514026;257;4504687
test_addition_static;32;100000;1513403;240;4504686
test_addition_static;32;100000;1513932;257;4504686
test_addition_static;32;100000;1513673;252;4504686
test_addition_static;32;100000;1513095;267;4504686
test_addition_static;32;100000;1513683;249;4504686
test_addition_static;40;10;13535;241;5224
test_addition_static;40;10;15447;312;5224
test_addition_static;40;10;14084;240;5224
test_addition_static;40;10;13786;266;5224
test_addition_static;40;10;13384;241;5224
test_addition_static;40;10;13969;254;5224
test_addition_static;40;10;13375;257;5224
test_addition_static;40;10;13696;265;5224
test_addition_static;40;10;12980;240;5224
test_addition_static;40;10;13557;248;5224
test_addition_static;40;10;13105;245;5224
test_addition_static;40;10;14148;229;5224
test_addition_static;40;10;13542;248;5224
test_addition_static;40;10;14603;246;5225
test_addition_static;40;10;13708;242;5224
test_addition_static;40;10;12970;230;5224
test_addition_static;40;10;14277;263;5225
test_addition_static;40;10;13700;258;5224
test_addition_static;40;10;13770;255;5224
test_addition_static;40;10;12922;253;5224
test_addition_static;40;20;14485;243;5734
test_addition_static;40;20;13093;243;5734
test_addition_static;40;20;14118;247;5734
test_addition_static;40;20;13870;248;5734
test_addition_static;40;20;13551;250;5734
test_addition_static;40;20;14073;246;5734
test_addition_static;40;20;13439;243;5734
test_addition_static;40;20;13557;260;5734
test_addition_static;40;20;13742;236;5734
test_addition_static;40;20;14367;254;5734
test_addition_static;40;20;14206;240;5735
test_addition_static;40;20;14053;250;5734
test_addition_static;40;20;14227;245;5734
test_addition_static;40;20;13720;241;5734
test_addition_static;40;20;14053;240;5734
test_addition_static;40;20;14046;252;5734
test_addition_static;40;20;13420;246;5734
test_addition_static;40;20;13676;247;5734
test_addition_static;40;20;13878;267;5734
test_addition_static;40;20;13291;243;5734
test_addition_static;40;50;14074;236;7264
test_addition_static;40;50;14311;243;7264
test_addition_static;40;50;13889;257;7264
test_addition_static;40;50;13927;248;7264
test_addition_static;40;50;15666;237;7265
test_addition_static;40;50;14654;246;7264
test_addition_static;40;50;14035;247;7264
test_addition_static;40;50;14807;241;7264
test_addition_static;40;50;13679;250;7264
test_addition_static;40;50;13304;248;7264
test_addition_static;40;50;14215;246;7264
test_addition_static;40;50;13477;236;7264
test_addition_static;40;50;14003;244;7264
test_addition_static;40;50;13814;249;7264
test_addition_static;40;50;14011;245;7264
test_addition_static;40;50;13727;254;7264
test_addition_static;40;50;13553;251;7264
test_addition_static;40;50;13890;241;7264
test_addition_static;40;50;13708;239;7264
test_addition_static;40;50;13927;253;7264
test_addition_static;40;100;14824;227;9814
test_addition_static;40;100;14644;249;9814
test_addition_static;40;100;14948;241;9814
test_addition_static;40;100;14891;255;9814
test_addition_static;40;100;15420;244;9814
test_addition_static;40;100;14585;265;9814
test_addition_static;40;100;14569;254;9814
test_addition_static;40;100;15234;247;9814
test_addition_static;40;100;15157;248;9814
test_addition_static;40;100;14709;251;9814
test_addition_static;40;100;15680;249;9814
test_addition_static;40;100;15545;246;9814
test_addition_static;40;100;14203;224;9814
test_addition_static;40;100;15690;264;9814
test_addition_static;40;100;15593;250;9814
test_addition_static;40;100;15184;245;9814
test_addition_static;40;100;14349;241;9814
test_addition_static;40;100;15113;235;9814
test_addition_static;40;100;15294;255;9814
test_addition_static;40;100;14726;243;9814
test_addition_static;40;1000;30688;254;55714
test_addition_static;40;1000;30645;246;55714
test_addition_static;40;1000;31657;258;55715
test_addition_static;40;1000;30346;249;55714
test_addition_static;40;1000;31419;255;55715
test_addition_static;40;1000;31439;263;55715
test_addition_static;40;1000;30339;245;55714
test_addition_static;40;1000;30895;241;55714
test_addition_static;40;1000;30219;247;55714
test_addition_static;40;1000;30096;246;55714
test_addition_static;40;1000;31327;247;55715
test_addition_static;40;1000;30612;261;55714
test_addition_static;40;1000;30112;240;55714
test_addition_static;40;1000;30045;229;55714
test_addition_static;40;1000;30210;250;55714
test_addition_static;40;1000;30329;258;55714
test_addition_static;40;1000;30457;233;55714
test_addition_static;40;1000;30245;242;55714
test_addition_static;40;1000;30241;248;55714
test_addition_static;40;1000;30012;241;55714
test_addition_static;40;10000;183851;231;514714
test_addition_static;40;10000;183104;241;514714
test_addition_static;40;10000;184228;260;514715
test_addition_static;40;10000;182717;248;514714
test_addition_static;40;10000;183182;241;514714
test_addition_static;40;10000;183541;253;514714
test_addition_static;40;10000;182944;238;514714
test_addition_static;40;10000;182981;244;514714
test_addition_static;40;10000;183156;247;514714
test_addition_static;40;10000;183759;261;514714
test_addition_static;40;10000;183658;264;514714
test_addition_static;40;10000;183077;228;514714
test_addition_static;40;10000;182635;245;514714
test_addition_static;40;10000;183117;246;514714
test_addition_static;40;10000;183523;252;514714
test_addition_static;40;10000;183691;243;514714
test_addition_static;40;10000;183481;242;514714
test_addition_static;40;10000;183426;249;514714
test_addition_static;40;10000;183630;248;514714
test_addition_static;40;10000;183506;231;514714
test_addition_static;40;100000;1713220;233;5104714
test_addition_static;40;100000;1713990;257;5104714
test_addition_static;40;100000;1721590;253;5104715
test_addition_static;40;100000;1713780;235;5104714
test_addition_static;40;100000;1713288;250;5104714
test_addition_static;40;100000;1713564;248;5104714
test_addition_static;40;100000;1714358;263;5104715
test_addition_static;40;100000;1713699;259;5104714
test_addition_static;40;100000;1713510;247;5104714
test_addition_static;40;100000;1713136;246;5104714
test_addition_static;40;100000;1713715;254;5104714
test_addition_static;40;100000;1713368;267;5104714
test_addition_static;40;100000;1718851;275;5104716
test_addition_static;40;100000;1713177;256;5104714
test_addition_static;40;100000;1713507;249;5104715
test_addition_static;40;100000;1714017;254;5104715
test_addition_static;40;100000;1715001;252;5104716
test_addition_static;40;100000;1713325;258;5104714
test_addition_static;40;100000;1715023;253;5104715
test_addition_static;40;100000;1713422;261;5104714
test_addition_static;50;10;13884;241;5489
test_addition_static;50;10;13567;254;5489
test_addition_static;50;10;13714;247;5489
test_addition_static;50;10;14221;253;5489
test_addition_static;50;10;13307;253;5489
test_addition_static;50;10;13624;258;5489
test_addition_static;50;10;13208;251;5489
test_addition_static;50;10;13767;251;5489
test_addition_static;50;10;13387;252;5489
test_addition_static;50;10;14069;249;5489
test_addition_static;50;10;14001;248;5489
test_addition_static;50;10;13495;254;5489
test_addition_static;50;10;13891;257;5489
test_addition_static;50;10;13785;250;5489
test_addition_static;50;10;13649;256;5489
test_addition_static;50;10;13640;255;5489
test_addition_static;50;10;13217;250;5489
test_addition_static;50;10;13153;262;5489
test_addition_static;50;10;14322;254;5489
test_addition_static;50;10;13368;249;5489
test_addition_static;50;20;13539;257;6209
test_addition_static;50;20;13879;271;6209
test_addition_static;50;20;13951;249;6209
test_addition_static;50;20;16228;317;6209
test_addition_static;50;20;14070;258;6209
test_addition_static;50;20;14159;250;6209
test_addition_static;50;20;13388;243;6209
test_addition_static;50;20;14303;260;6209
test_addition_static;50;20;14130;260;6209
test_addition_static;50;20;13686;251;6209
test_addition_static;50;20;13731;253;6209
test_addition_static;50;20;13685;241;6209
test_addition_static;50;20;13655;247;6209
test_addition_static;50;20;14569;260;6210
test_addition_static;50;20;13739;255;6209
test_addition_static;50;20;14816;264;6210
test_addition_static;50;20;13921;243;6209
test_addition_static;50;20;15224;254;6211
test_addition_static;50;20;14273;251;6209
test_addition_static;50;20;14874;275;6209
test_addition_static;50;50;14605;261;8369
test_addition_static;50;50;14367;240;8369
test_addition_static;50;50;14877;248;8369
test_addition_static;50;50;14264;251;8369
test_addition_static;50;50;15540;260;8370
test_addition_static;50;50;14242;260;8369
test_addition_static;50;50;16119;256;8370
test_addition_static;50;50;14551;257;8369
test_addition_static;50;50;15277;236;8369
test_addition_static;50;50;14581;263;8369
test_addition_static;50;50;15376;258;8369
test_addition_static;50;50;14163;254;8369
test_addition_static;50;50;14953;241;8369
test_addition_static;50;50;14653;249;8369
test_addition_static;50;50;14788;251;8369
test_addition_static;50;50;15019;247;8369
test_addition_static;50;50;14033;239;8369
test_addition_static;50;50;14355;243;8369
test_addition_static;50;50;14887;253;8369
test_addition_static;50;50;14837;242;8369
test_addition_static;50;100;15697;247;11969
test_addition_static;50;100;15474;245;11969
test_addition_static;50;100;15927;244;11969
test_addition_static;50;100;16661;262;11970
test_addition_static;50;100;15812;261;11969
test_addition_static;50;100;15936;261;11969
test_addition_static;50;100;15790;263;11969
test_addition_static;50;100;16051;262;11969
test_addition_static;50;100;16396;268;11969
test_addition_static;50;100;17152;266;11970
test_addition_static;50;100;16038;249;11969
test_addition_static;50;100;15847;256;11969
test_addition_static;50;100;15655;256;11969
test_addition_static;50;100;15517;237;11969
test_addition_static;50;100;16269;269;11969
test_addition_static;50;100;15988;257;11969
test_addition_static;50;100;16206;264;11969
test_addition_static;50;100;15899;256;11969
test_addition_static;50;100;16297;263;11969
test_addition_static;50;100;15846;253;11969
test_addition_static;50;1000;37060;255;76769
test_addition_static;50;1000;36952;255;76769
test_addition_static;50;1000;37298;264;76769
test_addition_static;50;1000;36961;257;76769
test_addition_static;50;1000;37121;262;76769
test_addition_static;50;1000;37232;252;76769
test_addition_static;50;1000;36648;246;76769
test_addition_static;50;1000;36715;237;76769
test_addition_static;50;1000;36789;230;76769
test_addition_static;50;1000;37410;252;76769
test_addition_static;50;1000;36809;251;76769
test_addition_static;50;1000;37112;232;76769
test_addition_static;50;1000;36365;259;76769
test_addition_static;50;1000;36929;244;76769
test_addition_static;50;1000;36646;255;76769
test_addition_static;50;1000;36882;263;76769
test_addition_static;50;1000;36566;250;76769
test_addition_static;50;1000;36966;261;76769
test_addition_static;50;1000;37167;256;76769
test_addition_static;50;1000;36867;249;76769
test_addition_static;50;10000;248203;249;724769
test_addition_static;50;10000;248655;241;724769
test_addition_static;50;10000;248826;247;724769
test_addition_static;50;10000;248981;264;724769
test_addition_static;50;10000;249068;254;724769
test_addition_static;50;10000;249312;264;724770
test_addition_static;50;10000;253015;268;724769
test_addition_static;50;10000;249128;256;724769
test_addition_static;50;10000;248460;258;724769
test_addition_static;50;10000;248575;256;724769
test_addition_static;50;10000;248417;251;724769
test_addition_static;50;10000;249166;266;724770
test_addition_static;50;10000;249004;249;724770
test_addition_static;50;10000;248566;250;724769
test_addition_static;50;10000;248768;259;724769
test_addition_static;50;10000;248877;254;724769
test_addition_static;50;10000;249331;258;724770
test_addition_static;50;10000;247972;244;724769
test_addition_static;50;10000;248410;241;724769
test_addition_static;50;10000;248362;256;724769
test_addition_static;50;100000;2363791;259;7204769
test_addition_static;50;100000;2362979;241;7204769
test_addition_static;50;100000;2367139;269;7204771
test_addition_static;50;100000;2363834;252;7204769
test_addition_static;50;100000;2363376;257;7204769
test_addition_static;50;100000;2363448;243;7204769
test_addition_static;50;100000;2363414;246;7204769
test_addition_static;50;100000;2364714;273;7204770
test_addition_static;50;100000;2363387;233;7204769
test_addition_static;50;100000;2363320;244;7204769
test_addition_static;50;100000;2363588;266;7204769
test_addition_static;50;100000;2363672;259;7204769
test_addition_static;50;100000;2363555;266;7204769
test_addition_static;50;100000;2363149;251;7204769
test_addition_static;50;100000;2367766;279;7204769
test_addition_static;50;100000;2372605;268;7204770
test_addition_static;50;100000;2366948;262;7204770
test_addition_static;50;100000;2372582;268;7204770
test_addition_static;50;100000;2363335;256;7204769
test_addition_static;50;100000;2364022;269;7204769
test_addition_static;64;10;13825;254;5560
test_addition_static;64;10;13762;254;5560
test_addition_static;64;10;13589;259;5560
test_addition_static;64;10;13847;263;5560
test_addition_static;64;10;13524;257;5560
test_addition_static;64;10;14029;272;5560
test_addition_static;64;10;13670;257;5560
test_addition_static;64;10;13761;274;5560
test_addition_static;64;10;13334;261;5560
test_addition_static;64;10;13786;254;5560
test_addition_static;64;10;13229;246;5560
test_addition_static;64;10;12784;264;5560
test_addition_static;64;10;13729;255;5560
test_addition_static;64;10;13155;258;5560
test_addition_static;64;10;13972;263;5560
