file;size;repeat;TOT_CYC;L1_CACHE_MISSES;TOT_INS
test_addition_static;8;1000;21616;237;23579
test_addition_static;8;1000;19575;243;23579
test_addition_static;8;1000;19922;245;23579
test_addition_static;8;1000;20493;253;23579
test_addition_static;8;1000;21532;261;23579
test_addition_static;8;1000;21805;236;23579
test_addition_static;8;1000;21316;244;23579
test_addition_static;8;1000;20167;239;23579
test_addition_static;8;1000;20268;240;23579
test_addition_static;8;1000;20489;242;23579
test_addition_static;8;1000;21064;246;23579
test_addition_static;8;1000;20316;228;23579
test_addition_static;8;1000;20081;255;23579
test_addition_static;8;1000;19929;238;23579
test_addition_static;8;1000;20006;242;23579
test_addition_static;8;1000;20348;252;23579
test_addition_static;8;1000;19934;262;23579
test_addition_static;8;10000;83426;238;194579
test_addition_static;8;10000;83483;247;194579
test_addition_static;8;10000;82674;230;194579
test_addition_static;8;10000;93100;256;194579
test_addition_static;8;10000;83728;241;194579
test_addition_static;8;10000;83072;232;194585
test_addition_static;8;10000;83318;235;194579
test_addition_static;8;10000;82842;241;194579
test_addition_static;8;10000;93476;240;194579
test_addition_static;8;10000;93492;220;194579
test_addition_static;8;10000;82592;238;194579
test_addition_static;8;10000;82464;244;194579
test_addition_static;8;10000;82717;236;194579
test_addition_static;8;10000;93627;251;194579
test_addition_static;8;10000;93867;250;194579
test_addition_static;8;10000;83445;228;194579
test_addition_static;8;10000;93397;258;194579
test_addition_static;8;10000;93489;235;194579
test_addition_static;8;10000;83998;239;194579
test_addition_static;8;10000;93131;233;194579
test_addition_static;8;100000;813054;243;1904579
test_addition_static;8;100000;712948;235;1904579
test_addition_static;8;100000;715213;229;1904579
test_addition_static;8;100000;712723;243;1904579
test_addition_static;8;100000;813434;238;1904579
test_addition_static;8;100000;712583;226;1904579
test_addition_static;8;100000;712848;232;1904579
test_addition_static;8;100000;713051;237;1904579
test_addition_static;8;100000;813144;252;1904579
test_addition_static;8;100000;712805;223;1904579
test_addition_static;8;100000;713959;244;1904579
test_addition_static;8;100000;713298;247;1904579
test_addition_static;8;100000;813413;246;1904579
test_addition_static;8;100000;713435;243;1904579
test_addition_static;8;100000;746344;247;1904581
test_addition_static;8;100000;713432;243;1904579
test_addition_static;8;100000;713365;247;1904579
test_addition_static;8;100000;813086;241;1904579
test_addition_static;8;100000;713369;244;1904579
test_addition_static;8;100000;716499;255;1904580
test_addition_static;10;10;13307;244;4910
test_addition_static;10;10;14055;257;4911
test_addition_static;10;10;13334;240;4910
test_addition_static;10;10;12783;249;4910
test_addition_static;10;10;13780;258;4910
test_addition_static;10;10;13412;244;4910
test_addition_static;10;10;12758;242;4910
test_addition_static;10;10;13049;242;4910
test_addition_static;10;10;13339;246;4910
test_addition_static;10;10;13397;229;4910
test_addition_static;10;10;13901;255;4910
test_addition_static;10;10;13659;239;4910
test_addition_static;10;10;13784;261;4910
test_addition_static;10;10;13216;236;4910
test_addition_static;10;10;12720;243;4910
test_addition_static;10;10;13358;244;4910
test_addition_static;10;10;13405;253;4910
test_addition_static;10;10;13221;253;4910
test_addition_static;10;10;13011;248;4910
test_addition_static;10;10;13560;232;4910
test_addition_static;10;20;13639;248;5220
test_addition_static;10;20;13268;235;5220
test_addition_static;10;20;15082;255;5220
test_addition_static;10;20;13029;228;5220
test_addition_static;10;20;13643;249;5220
test_addition_static;10;20;13423;233;5220
test_addition_static;10;20;14798;252;5221
test_addition_static;10;20;13481;256;5220
test_addition_static;10;20;13845;238;5220
test_addition_static;10;20;13198;255;5220
test_addition_static;10;20;13482;234;5220
test_addition_static;10;20;13097;242;5220
test_addition_static;10;20;12981;242;5220
test_addition_static;10;20;13608;259;5220
test_addition_static;10;20;13302;236;5220
test_addition_static;10;20;13381;252;5220
test_addition_static;10;20;13923;241;5220
test_addition_static;10;20;13127;242;5220
test_addition_static;10;20;13906;251;5220
test_addition_static;10;20;13447;229;5220
test_addition_static;10;50;14125;251;6150
test_addition_static;10;50;13926;244;6150
test_addition_static;10;50;13404;236;6150
test_addition_static;10;50;13534;246;6150
test_addition_static;10;50;14190;248;6150
test_addition_static;10;50;13394;241;6150
test_addition_static;10;50;13300;244;6150
test_addition_static;10;50;14308;240;6150
test_addition_static;10;50;18210;301;6152
test_addition_static;10;50;13916;234;6150
test_addition_static;10;50;13752;221;6150
test_addition_static;10;50;13979;245;6150
test_addition_static;10;50;12937;221;6156
test_addition_static;10;50;13641;238;6150
test_addition_static;10;50;13856;251;6150
test_addition_static;10;50;13860;252;6150
test_addition_static;10;50;13734;244;6150
test_addition_static;10;50;13583;230;6150
test_addition_static;10;50;13779;240;6150
test_addition_static;10;50;13633;241;6150
test_addition_static;10;100;14504;241;7700
test_addition_static;10;100;13688;229;7700
test_addition_static;10;100;14231;242;7700
test_addition_static;10;100;14738;228;7700
test_addition_static;10;100;14276;254;7700
test_addition_static;10;100;14334;235;7700
test_addition_static;10;100;14482;248;7700
test_addition_static;10;100;14529;223;7700
test_addition_static;10;100;14112;242;7700
test_addition_static;10;100;14653;235;7700
test_addition_static;10;100;14670;255;7700
test_addition_static;10;100;14106;241;7700
test_addition_static;10;100;14518;241;7700
test_addition_static;10;100;14256;243;7700
test_addition_static;10;100;14112;241;7700
test_addition_static;10;100;14483;242;7700
test_addition_static;10;100;14402;233;7700
test_addition_static;10;100;14275;234;7700
test_addition_static;10;100;14145;242;7700
test_addition_static;10;100;14150;240;7700
test_addition_static;10;1000;23228;246;35600
test_addition_static;10;1000;23426;248;35600
test_addition_static;10;1000;23266;231;35600
test_addition_static;10;1000;23293;253;35600
test_addition_static;10;1000;23028;245;35600
test_addition_static;10;1000;22935;235;35600
test_addition_static;10;1000;23137;234;35600
test_addition_static;10;1000;23286;250;35600
test_addition_static;10;1000;23340;241;35600
test_addition_static;10;1000;23208;228;35600
test_addition_static;10;1000;24123;254;35600
test_addition_static;10;1000;22960;248;35600
test_addition_static;10;1000;24155;243;35600
test_addition_static;10;1000;24415;241;35601
test_addition_static;10;1000;23381;253;35600
test_addition_static;10;1000;23631;249;35600
test_addition_static;10;1000;23474;241;35600
test_addition_static;10;1000;22947;231;35600
test_addition_static;10;1000;24441;258;35601
test_addition_static;10;1000;23458;257;35600
test_addition_static;10;10000;113082;238;314600
test_addition_static;10;10000;112882;236;314600
test_addition_static;10;10000;113378;254;314600
test_addition_static;10;10000;115717;245;314600
test_addition_static;10;10000;113232;231;314600
test_addition_static;10;10000;113225;248;314600
test_addition_static;10;10000;113258;238;314600
test_addition_static;10;10000;113373;229;314600
test_addition_static;10;10000;117101;238;314601
test_addition_static;10;10000;113831;248;314600
test_addition_static;10;10000;113079;239;314600
test_addition_static;10;10000;113441;241;314600
test_addition_static;10;10000;113499;243;314600
test_addition_static;10;10000;113112;244;314600
test_addition_static;10;10000;113657;256;314600
test_addition_static;10;10000;112992;240;314600
test_addition_static;10;10000;112884;231;314600
test_addition_static;10;10000;113225;258;314600
test_addition_static;10;10000;113854;233;314600
test_addition_static;10;10000;113377;241;314600
test_addition_static;10;100000;1013270;233;3104600
test_addition_static;10;100000;1013039;246;3104600
test_addition_static;10;100000;1014381;250;3104600
test_addition_static;10;100000;1013255;243;3104600
test_addition_static;10;100000;1013275;258;3104600
test_addition_static;10;100000;1013300;241;3104600
test_addition_static;10;100000;1013366;231;3104600
test_addition_static;10;100000;1013422;241;3104600
test_addition_static;10;100000;1013166;242;3104600
test_addition_static;10;100000;1013174;232;3104600
test_addition_static;10;100000;1013478;260;3104600
test_addition_static;10;100000;1014290;243;3104601
test_addition_static;10;100000;1013229;248;3104600
test_addition_static;10;100000;1013349;239;3104600
test_addition_static;10;100000;1013129;253;3104600
test_addition_static;10;100000;1013405;234;3104606
test_addition_static;10;100000;1034842;257;3104602
test_addition_static;10;100000;1013989;239;3104601
test_addition_static;10;100000;1013963;239;3104600
test_addition_static;10;100000;1013401;246;3104600
test_addition_static;16;10;14124;245;4924
test_addition_static;16;10;13468;245;4924
test_addition_static;16;10;13449;247;4924
test_addition_static;16;10;13303;245;4924
test_addition_static;16;10;13485;228;4924
test_addition_static;16;10;13488;244;4924
